Accession_position,genus_species,spec_as_int,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Mo98,Cd111
588564_z,Vitis_riparia,6,-0.71736026,-0.13230899,2.514237,0.2264595,2.4394376,2.3845766,-1.0023141,1.2114121,1.3307412,0.38904414,0.5765745,-0.2599372,-0.43131748,0.8351259,0.36348447,-0.81862646,1.1075776,0.37816742,-0.069593035
588345_z,Vitis_riparia,6,-0.12817802,-0.596286,1.1156942,1.1303437,-0.85371596,3.377503,3.3622808,0.46505916,1.81438,1.4038267,1.1075904,-0.09653551,-0.7615095,0.27523616,0.91496104,0.93388134,0.5194088,1.2025049,-0.084868245
483169_z,Vitis_riparia,6,-0.7839462,-0.7967656,2.362975,-0.16158944,0.7857778,-0.4767051,-0.09743866,2.2141197,1.3645358,0.16450879,-0.050016973,-0.33154386,-0.7886594,-0.09614284,0.19294688,-0.5204339,2.529878,-0.09692259,-0.278892
588271_z,Vitis_riparia,6,-0.5651062,-0.43697977,-0.02709982,-0.2814308,-1.2165734,0.47500244,-0.45453006,0.78508395,0.699476,0.43797916,0.011457096,-0.37067834,-0.8656826,0.17597605,-0.74430776,-0.6566292,0.44824147,-0.14324893,-0.2894851
483171_z,Vitis_riparia,6,-0.20906003,-0.4868847,0.48591846,0.4429186,1.082199,-0.08199872,-0.51202995,2.0109804,0.5225388,0.65307146,0.099620745,-0.29598042,-0.9634361,0.20383961,0.2915225,-0.88641834,1.8180693,0.42724827,0.3526478
588435_z,Vitis_riparia,6,-0.07631405,-0.35674927,0.4434429,0.21125731,-0.9469347,1.4139837,-0.86795807,1.0590198,1.313372,1.834299,1.8238251,-0.08255531,-0.89066494,0.63325334,0.16548313,-0.52326417,0.953668,-0.058685027,0.013930156
588562_z,Vitis_riparia,6,0.002226014,-0.46048653,0.032696657,-0.45673633,-0.26951677,-0.3609213,1.3887956,0.85157543,0.20100869,-0.118560426,-0.31599692,-0.44727468,-0.7779905,-0.29809183,-0.11969814,-0.11122383,0.8292282,0.24970561,-0.013637669
255189_z,Vitis_riparia,6,0.49627867,-0.17011741,1.2994179,0.70170116,0.29504424,1.2423723,-0.9485082,1.4587796,1.6309202,2.346125,1.1353582,-0.14831556,-0.799077,0.520394,0.7755088,-0.7959966,1.0868049,0.3930872,-0.0643245
588456_z,Vitis_riparia,6,-0.39053828,-0.76275104,-0.36708787,-0.38537574,-1.3897978,-1.0790346,-0.77950346,-0.12600103,-0.077566236,-0.3132363,-0.14703208,-0.19136223,-0.82719177,-0.92649317,-0.09747045,-0.79884136,-0.22301984,0.26757795,-0.11554984
588353_z,Vitis_riparia,6,0.508931,0.3010072,1.5554185,0.39396754,0.960631,1.1390115,-1.4440533,2.1429532,1.1889231,2.150087,1.8589201,-0.17943221,-0.4687196,1.4021157,0.5441169,-0.8708688,1.555803,0.4453681,0.17014995
588439_z,Vitis_riparia,6,-0.037980437,-0.4879407,-0.5992683,-0.42987657,-1.3887151,0.12607521,-0.6129515,0.7004194,0.09726279,0.9823947,0.46450746,-0.315643,-0.97598606,-0.32204217,-0.065273516,-0.6038032,0.4220639,0.33967912,-0.16256543
483168_z,Vitis_riparia,6,-0.6239571,-0.62478375,0.7626561,-0.53299063,-1.4741795,-1.1944085,-0.31020886,1.3747964,1.4296117,0.40187618,0.8455049,-0.22842427,-0.83423305,-0.3679623,-0.29827783,-0.4135564,1.145188,-0.18834297,-0.007843059
483177_z,Vitis_riparia,6,0.47484455,-0.3357388,0.8218583,-0.13925308,1.278442,2.0103397,-1.3610188,2.2778149,0.91338307,0.81870794,0.74176824,-0.21740997,0.82515496,-0.16179582,0.17451826,-0.40535387,2.2647686,1.1670169,-0.099115334
588711_z,Vitis_riparia,6,0.14799215,-0.06335155,0.58663625,0.9278487,-1.8915544,0.76645815,2.065303,0.48376322,0.70615596,1.9723779,1.8188176,-0.21668822,-0.9139382,1.5092764,0.44849938,-0.555316,0.030786745,-0.056324363,0.018298695
588718_z,Vitis_riparia,6,0.6110959,-0.19151486,1.176664,1.7131549,-2.0843203,1.1753063,-1.6111366,2.1031663,2.8551135,1.8240843,1.6257211,-0.20059831,-0.8146773,1.2024549,0.09803997,-0.8598388,1.4213171,0.52097535,0.104500234
594344_z,Vitis_riparia,6,-0.3776222,-0.5830289,1.9521738,0.6423263,-1.281129,-0.014522562,-1.2152274,2.3418455,3.2189343,0.69080293,0.37797272,-0.30387875,-0.6963356,-0.02316959,-0.4966108,-0.51820815,2.0308292,0.11229775,0.17784992
588653_z,Vitis_riparia,6,-0.96414834,-0.4865282,-0.13086694,0.9395236,-1.5454487,-0.06323213,-1.5740116,1.0599365,1.8837458,0.9187138,0.25667873,-0.37170613,-0.84185964,0.02472562,0.86393183,-0.9554003,0.77335054,0.85569674,-0.24027775
588586_z,Vitis_riparia,6,-0.093951374,-0.42015758,0.18000987,0.40920886,1.041851,0.83120906,-1.3710835,1.7378453,-0.20638537,0.3164768,-0.12505247,-0.20264108,-0.63723785,-0.52833074,-0.28003573,-0.6775261,1.2143949,0.26449984,-0.24903192
495622_z,Vitis_riparia,6,0.3418635,-0.44442198,0.9582649,0.15899937,-0.9761091,0.35761017,-1.2591786,0.896737,1.772907,1.2730094,1.1265723,0.039578095,-0.84565026,0.566019,0.54376996,-0.3816063,0.52397513,0.09191388,0.21289906
588710_z,Vitis_riparia,6,-0.048052173,-0.7238245,1.0267336,0.692781,1.0024954,1.0407451,-1.7876409,1.3852078,2.9552693,1.3011894,0.740703,-0.25411996,-0.7599283,0.6036195,0.51223105,-0.75371414,1.1825733,-0.22859627,-0.11014868
588275_z,Vitis_riparia,6,0.12009424,1.9802696,1.5324123,0.26577765,-0.7257636,2.259752,-1.3971187,2.0744674,0.583083,0.73290247,0.1178444,-0.41354588,-0.9315498,0.9821873,-0.21950264,-0.7946907,2.3064053,0.6154444,-0.13107435
588510_z,Vitis_riparia,6,-0.024544282,-0.61100847,1.4943187,-0.1805171,-1.0974897,0.12385398,-1.658039,1.8231858,2.361341,0.7079632,0.33954364,-0.28414652,-0.9626094,0.7876149,0.023378551,-0.98253775,1.4377576,-0.37948868,-0.18637493
483166_z,Vitis_riparia,6,-1.0327307,0.19520555,0.13282436,3.0018728,-0.90954095,0.24779573,-1.4724593,1.100569,0.48135057,1.4389402,1.8325859,17.386492,-0.78782016,3.3976114,0.16714698,-0.71942675,1.24468,-0.23211512,0.48573783
588369_z,Vitis_riparia,6,0.85755974,0.36080948,0.86631113,1.1551077,-0.16208394,0.9484956,-1.7248861,2.7300515,0.32099974,1.7680396,1.3484619,-0.1415762,-1.0916444,1.1166084,0.87013996,-0.8780367,2.2625093,0.20965248,-0.27330083
588269_z,Vitis_riparia,6,0.08073569,-0.032314263,-0.49600434,0.7304628,0.31082293,-0.32959247,-1.3966383,0.8719152,0.99015474,0.9162753,0.6078617,-0.1885836,-1.0687946,0.14463878,0.056147076,-0.7869885,0.8770773,0.019162193,-0.14888771
313922_z,Vitis_riparia,6,-0.7323729,-0.7539837,-0.64211935,-0.6231912,-2.2305667,-1.6676271,-0.49536243,-0.07770227,-0.73697853,-0.6031541,-0.9270682,-0.48880106,-1.2496703,-0.88780576,-0.5902859,-0.7811509,0.14017202,0.047672175,-0.38410372
588258_z,Vitis_riparia,6,0.19613908,-0.4908601,0.10288698,0.5280251,-0.4585287,-0.32080555,-0.015288729,1.0063009,-0.1431454,0.9653378,0.23001565,-0.3250495,-0.9911004,0.32134,-0.25346556,-0.7965213,0.7537286,-0.17718138,-0.18537958
483176_z,Vitis_riparia,6,-0.57473916,-0.6120923,1.0693938,0.14998585,0.4646203,0.15418978,-1.0232198,1.0638475,-0.22270653,0.09775605,-0.18264888,-0.35641167,-0.7319425,0.008278526,-0.30806392,-0.88244087,1.0469841,-0.30491644,-0.12761363
483173_z,Vitis_riparia,6,-0.66120046,-0.07580115,1.5974727,0.7312385,-1.4375855,-0.2376939,-0.7568082,0.928163,0.8479657,1.3644964,1.4556454,-0.17306015,-0.93694997,1.165262,-0.30823863,-0.6225912,2.027513,-0.21196674,-0.16228272
588167_z,Vitis_riparia,6,0.4176375,-0.060901828,0.7427247,2.983863,-1.6881329,-0.5895789,-1.2893279,0.88760877,0.3019209,0.48399588,0.39327112,-0.22125214,-1.0836053,0.071536586,1.4895614,-0.8208175,0.41996574,-0.61745316,-0.41749027
483170_z,Vitis_riparia,6,0.13203236,-0.66838795,-0.30866897,-0.34230134,-1.5729547,-0.24087971,-0.66202205,1.3921119,0.3429446,0.038827386,-0.15890531,-0.37792203,-0.771703,-0.061787914,-0.23208147,-0.94283867,0.8597277,0.11792101,-0.18195914
483175_z,Vitis_riparia,6,-0.027520763,-0.3098419,2.79988,0.6227159,-0.18484214,0.5464929,-0.7046144,1.8887769,5.1342607,1.3336551,1.5109059,-0.13671568,-0.47403315,0.7516645,2.7350984,-0.8014658,1.4475709,0.36671963,0.16729741
588565_z,Vitis_riparia,6,0.47434905,-0.2688554,0.70849705,0.25870588,-0.9425719,-0.357788,-1.2480519,0.4667533,0.83014935,0.34293017,-0.18600212,-0.4288673,-1.070857,0.1287887,-0.31646812,-0.80972844,0.42691693,-0.27101555,-0.27165088
483172_z,Vitis_riparia,6,0.18497294,-0.6384424,-0.17614923,0.96366656,-1.8631735,-0.39071152,-1.2602708,1.5251942,0.24721193,0.94614,0.55409044,-0.36735407,-1.0795625,0.38291427,-0.21228328,-0.6954476,1.0675498,0.002582804,-0.24160971
588054_z,Vitis_riparia,6,1.2146243,2.5354652,-0.5379514,1.565613,-1.4638132,-0.53086597,-0.26147085,-0.24411793,0.2571828,1.0494038,0.91228485,-0.21423742,-1.1005652,-0.077184685,0.13725482,-0.6394851,-0.37529403,-0.40580532,-0.20381446
588455_z,Vitis_riparia,6,0.5039507,-0.34370154,0.18988775,1.199492,-1.7345855,0.13993627,3.3086905,0.23191322,-0.13751474,1.1038167,0.8337025,0.08030331,-0.9282786,0.09750205,0.130429,-0.12561941,-0.18170519,-0.35719067,0.11967953
588568_z,Vitis_riparia,6,-0.20184131,-0.5935272,-0.26155484,-0.3154846,-0.58473694,-0.67798007,-0.90510684,0.09179796,0.7389978,-0.10964482,-0.32325217,-0.47420678,-0.96004987,0.060527835,-0.1584134,-0.58881766,-0.001831154,-0.32719705,-0.36540854
588457_z,Vitis_riparia,6,0.10177701,1.626876,0.16705424,0.8531706,-1.2011029,1.1974221,1.7917302,1.713468,0.18290518,2.145999,2.0699186,-0.25452662,-1.1293811,0.8752107,0.50716585,-0.5963482,1.5031561,-0.14746693,-0.14383024
483167_z,Vitis_riparia,6,0.6417186,-0.5674834,0.44685504,-0.066759974,-1.9553145,0.7770722,-0.30585822,0.8078536,0.57807356,1.0547631,0.75007606,-0.2874246,-1.1584997,0.14760715,-0.38662514,-0.579626,0.8776146,0.2116509,-0.20652772
483182_z,Vitis_riparia,6,1.9354913,-0.49348792,0.67116207,0.26261866,-1.8930957,-0.7887876,-0.3911168,0.8612381,0.13655467,0.711818,1.1040393,-0.31459555,-1.1829646,0.4348268,0.03253257,-0.4504203,1.290124,-0.13831492,-0.042709377
483178_z,Vitis_riparia,6,-0.2099038,-0.07803911,-0.3094263,0.44913638,-2.157792,-0.78981996,1.248604,-0.19741751,-0.7533187,0.85976297,1.1100309,-0.35275447,-1.1905695,-0.33313063,-0.023495909,-0.31065425,-0.14476034,-0.42560393,-0.3873976
483165_z,Vitis_riparia,6,0.16117297,-0.4234712,1.4500535,0.4599335,-1.2234876,-0.4607031,-1.9404262,1.0521456,-0.052008774,0.2001088,-0.19087106,-0.42396685,-0.912717,0.19285434,0.14542226,-0.9755802,0.72700536,-0.115855604,23.302177
588483_z,Vitis_riparia,6,0.4578711,-0.6139078,-0.3943815,0.74929786,-1.4609461,-0.022574652,-0.3930402,0.61698574,0.47977883,1.7494698,1.0513048,-0.26675698,-1.0301887,0.36299315,0.3754409,-0.7291908,0.4348763,-0.027778106,-0.32738972
483181_z,Vitis_riparia,6,0.34465384,-0.589814,1.4920328,0.3932306,0.6270501,0.44920188,-1.6983776,1.9854659,-0.18334788,1.4423194,1.9316192,-0.1617441,-0.5847742,0.4806367,0.05927782,-0.8327927,1.5497854,0.5720601,0.1961093
588404_z,Vitis_riparia,6,0.55343336,0.41819632,0.2855763,0.68146104,0.22776529,0.39171323,-0.7407549,1.1402215,0.8368087,0.941906,0.90660787,-0.29989314,-0.95661616,0.35016504,-0.18966988,-0.6650276,1.1437467,-0.057054497,-0.12395452
588400_z,Vitis_riparia,6,0.22645189,0.72512627,-0.27120847,0.14180347,2.1026986,0.37364864,-1.5729284,2.1806765,0.09438343,0.9737988,0.47146955,-0.3723414,-0.81088,-0.26605678,-0.00716599,-0.75599575,2.3685544,0.7490291,-0.16869354
588261_z,Vitis_riparia,6,0.21315317,0.45168433,2.1837902,-0.14962545,-1.2860193,1.838667,0.67427546,1.9749199,1.2854875,4.6139817,1.8691885,-0.14293104,-0.99043083,1.8291736,0.103760004,-0.69015837,1.4935459,0.29617423,-0.06476401
588260_z,Vitis_riparia,6,0.28274813,-0.34063527,0.43580836,0.29341972,1.1138664,1.664537,-0.9796481,1.7297801,0.91095936,0.89024234,0.5707647,-0.33955047,-0.9338903,0.9109383,0.13694389,-0.7904864,1.1278633,0.008252905,-0.29331738
588436_z,Vitis_riparia,6,0.010717617,-0.2966571,2.1089644,-0.008178491,-0.82043135,3.2220047,-0.75564146,1.5379117,-0.20209552,1.1387185,0.975071,-0.33140448,-0.5833581,2.8472812,-0.11207575,-0.5877656,2.0542855,0.9835612,0.16445802
588272_z,Vitis_riparia,6,-0.013553962,-0.4222119,0.7180902,0.47212383,1.5358878,-0.05105721,-1.8110017,1.2047523,3.1128182,1.1219833,0.9656649,-0.27196187,-0.90878206,0.891791,0.094035156,-0.9385753,1.1128353,0.032854013,-0.07384136
588346_z,Vitis_riparia,6,0.034417555,0.050337464,-0.49007225,0.37046307,-0.6553656,1.7332308,-0.8528747,0.01798192,1.0382797,0.94281,0.639883,-0.32576758,-0.82080287,0.1945063,0.5053011,-0.88904065,-0.15569176,0.26917458,-0.35375372
279897_z,Vitis_riparia,6,0.8945419,-0.47570193,0.58156806,-0.5280709,2.2247717,-0.118171714,0.076445505,1.6226265,-0.80824006,0.42976034,0.27561438,-0.4141758,-1.0807775,-0.5856427,-0.21054569,-0.6124865,1.5866157,-0.10248059,-0.3373963
588270_z,Vitis_riparia,6,-0.034467693,0.25952047,0.4144614,0.8567328,-0.367654,-0.44017124,-0.892678,0.08200675,0.96701264,1.3000305,1.0056962,-0.2962182,-0.9613226,0.56798947,0.66429573,-0.8257212,-0.19578984,0.23175925,-0.065198995
588262_z,Vitis_riparia,6,2.1664672,0.9969843,-0.20076752,0.67606515,-0.23758708,1.6104461,-1.4110742,0.91138715,0.7966856,5.266318,3.514087,-0.03901869,-0.90159786,2.5863626,1.6142131,-0.7076564,0.2313519,-0.032523237,-0.1874195
588344_z,Vitis_riparia,6,0.10275004,0.82237846,0.82266796,0.25031936,0.7335929,1.7161362,-0.9502775,1.5932126,3.9309015,1.9750706,2.778443,-0.09901104,-0.8652416,1.1671326,0.16165818,-0.72241396,1.142074,0.1022427,-0.1083711
588304_z,Vitis_riparia,6,0.6797535,-0.1478614,0.47393727,-0.38005817,0.25757363,0.80261785,0.02667752,2.6495175,0.14232695,1.7303853,0.8766412,-0.33239603,-0.9355088,0.077953175,-0.43566674,-0.66702443,3.8218482,0.3380307,-0.19706064
588437_z,Vitis_riparia,6,0.2583099,-0.71320146,0.14310071,-0.52367556,-0.93183804,0.08386294,0.53913903,0.8595116,0.7760343,1.1988256,0.5205241,-0.38961157,-1.1008849,0.2940717,-0.053566515,-0.39398032,0.8199372,0.28829208,-0.1054125
588349_z,Vitis_riparia,6,-0.20225142,0.74454886,-0.255545,-0.021277128,-0.82378066,1.5312887,-1.3068143,3.8508916,0.73505396,0.9163983,0.64977497,-0.2615376,-0.9776225,0.93872106,-0.31632227,-0.9309934,2.5873063,0.29876342,-0.003990444
588350_z,Vitis_riparia,6,1.4499032,-0.49945804,0.4177105,1.7394037,0.06365434,0.85989356,-1.6495717,1.1401136,1.4576393,1.3929901,0.86238396,-0.28385416,-0.5113013,1.0180565,1.305528,-0.8687376,0.9694445,0.5377434,-0.14077926
588354_z,Vitis_riparia,6,0.001009595,-0.6543086,-0.2751938,-0.2156597,-0.38852665,-0.15920705,-0.10533759,2.4601426,-0.50707316,0.38107723,0.055965714,-0.3850548,-0.65673584,-0.29591495,0.36140597,-0.5088469,2.747377,-0.003645393,-0.26645118
588374_z,Vitis_riparia,6,0.14433593,-0.46095937,0.28337365,-0.4394429,-1.1176773,-0.113486946,-1.2070248,1.6258059,3.1126535,0.43162173,0.13311593,-0.38576114,-1.1600156,-0.18474793,-0.23597035,-0.930169,1.6637803,-0.08546142,-0.24912347
588259_z,Vitis_riparia,6,0.5091522,-0.34558547,-0.16092151,0.32339895,-1.0455902,0.9854227,-0.6494611,2.3900566,1.4084449,1.1497669,1.0351747,-0.2250116,-0.41608557,0.20125403,-0.3518114,-0.6264963,1.5843382,0.4717628,-0.14497675
588373_z,Vitis_riparia,6,0.46706435,0.004830843,1.3296092,-0.10399026,3.1180904,1.1058636,-1.4851283,1.3460804,3.3905773,1.8579361,1.7860973,-0.22719657,-1.0078423,1.4941533,-0.16932073,-0.8837313,1.2988422,0.41234183,-0.07044021
588406_z,Vitis_riparia,6,0.26899695,-0.33895022,0.44012016,0.21632755,-0.5615709,0.20432763,-0.26497105,3.6247098,0.3427537,1.1033343,0.31101847,-0.32708046,-0.89487785,0.13919455,0.005791684,-0.8234025,2.4885726,0.06012881,-0.20423289
588146_z,Vitis_rupestris,7,-0.45571962,-0.5900286,1.9600343,-0.062128995,-1.1708863,-0.33556154,-1.579877,1.8747356,-0.2092649,0.4622605,0.2723501,-0.32686853,-0.7974369,0.82108504,0.94028085,-0.72041005,1.4286214,-0.4494481,-0.008773104
271662_z,Vitis_rupestris,7,-0.07507341,0.2962402,0.008906297,0.03965179,-1.6257697,-0.0889216,-1.4140573,-0.101985,-0.377595,1.1081233,0.79953986,-0.29555395,-0.6223538,0.47533864,0.5640537,-0.83670205,-0.2736832,0.37589875,-0.2996586
588188_z,Vitis_rupestris,7,0.18280686,-0.6354336,1.143314,-0.5881572,-1.7078922,-1.2903286,-0.86812407,0.5025708,-0.21273576,-0.25106683,-0.7430767,-0.45677412,-0.8502519,-0.6955889,-0.24853924,-0.5417443,3.0365224,-0.06802129,-0.22942658
588147_z,Vitis_rupestris,7,0.14288068,-0.80812806,-0.27681315,0.37484464,-1.407924,-2.5727499,-0.31610525,-0.8140487,-0.11207154,-0.15893838,-0.016343154,-0.08089711,-0.41305217,0.00525874,-0.03295851,0.69332826,-0.8484908,-0.65028626,0.20547302
588181_z,Vitis_rupestris,7,0.28249055,-0.5160107,2.6026464,-0.13343224,0.30397674,-1.4500974,-1.3854057,0.7676473,1.0928129,0.13549998,-0.27733153,-0.33735698,-0.99554497,-0.022851648,-0.37052274,-0.6479331,0.4704628,0.02153978,0.37755552
588228_z,Vitis_rupestris,7,1.1999435,-0.4493475,0.63547987,0.22098921,0.074099824,0.09749017,-0.8315506,0.7965223,2.4649913,0.4997844,0.23155706,-0.35075185,-0.3628933,0.74528146,-0.1271067,-0.915344,0.6707033,0.05083111,0.8983527
588224_z,Vitis_rupestris,7,-0.34619525,-0.6783003,0.65022266,-0.6395025,-1.750512,0.44961658,-1.3890377,0.8138108,-0.49974203,0.52677023,0.27034405,-0.3546557,-0.38179946,-0.2508157,-0.34763935,-0.89085877,0.8069014,-0.14628455,-0.11208104
588330_z,Vitis_rupestris,7,0.90720993,-0.8967966,0.39062315,-0.5750224,-0.37193492,-0.44505888,-1.1841185,0.8201518,0.24831651,-0.22724243,-0.41378134,-0.37431562,-0.1392871,-0.70029455,-0.43438202,-0.83620864,0.53260213,0.37916577,-0.002462843
588227_z,Vitis_rupestris,7,0.21766265,-0.54932284,0.16203234,-0.24219939,-0.96820086,-0.40008512,-1.6468543,1.0096914,0.3534596,0.6225273,0.5869785,-0.11241176,-0.5868173,-0.24394844,-0.1543893,-0.8897502,0.85294026,-0.26948506,-0.34241092
588683_z,Vitis_rupestris,7,0.38751364,-0.6923359,1.0613257,-0.14836892,-0.05685657,-0.7049094,-0.4321288,0.66872823,0.013046261,0.7668016,0.7955517,-0.2963116,-0.8642632,-0.041496955,-0.7188573,-0.6449982,0.65427303,0.096795306,0.28031552
588684_z,Vitis_rupestris,7,-0.4400497,-0.51978683,2.6624553,0.3464441,1.334074,1.2527573,-1.5476197,3.0154068,0.533527,1.384533,0.9535549,-0.1886264,0.6295504,0.005918423,0.099662334,-0.83893824,2.8784251,0.39876363,0.15130691
588574_z,Vitis_rupestris,7,0.118073456,-0.5583658,1.4246252,-0.3519242,-1.5304921,-0.654547,-1.7949487,1.08298,-0.80241925,0.36477482,0.041860614,-0.2603958,-1.0591488,-0.42207715,-0.31468096,-0.7421101,0.68995464,0.046246756,-0.12778673
588454_z,Vitis_rupestris,7,0.015576068,0.017813602,2.044843,0.12250361,-1.8119092,0.18747428,-0.4771871,0.92994195,0.13389437,1.2601788,0.47677967,-0.12431135,-1.027367,0.11053708,0.10247855,-0.4148232,0.80940264,0.7543108,-0.18440047
588384_z,Vitis_rupestris,7,0.73131007,-0.45591798,-0.013430956,-0.4527334,-0.9825687,-0.6701516,-0.65687484,0.1323735,-0.5095325,0.5313497,0.30374885,-0.2641284,-0.74604475,0.19741021,-0.33366895,-0.40297017,-0.021348825,-0.4601388,0.18260303
588540_z,Vitis_rupestris,7,0.07707204,-0.68466395,0.19744004,-0.545968,-1.4945015,-0.79480195,-0.06466016,1.8650411,0.095935084,0.3101277,0.10515418,-0.11216129,-0.7474062,-0.33488968,-0.3127548,-0.95034903,1.5882307,-0.6961628,0.61065835
588333_z,Vitis_rupestris,7,0.105784275,-0.675011,2.0347462,0.050442353,-1.3981056,-1.0922304,-1.4318634,0.4981891,-0.42513055,0.22842737,-0.6255206,-0.19488521,-0.9087405,0.1748163,-0.81253844,-0.8959869,0.19788077,-0.29541555,0.23174202
588160_z,Vitis_rupestris,7,-0.25043026,-0.8615997,-0.004722071,0.03376339,-1.2868714,-1.0220782,-1.0291252,0.05900638,-0.2073112,0.36645424,-0.07732813,-0.23740685,-1.0811243,-0.087947786,-0.23076802,-0.80674064,-0.07977396,-0.21636143,-0.046391748
588174_z,Vitis_rupestris,7,-0.19252636,-0.73614925,1.708371,0.088682145,-1.1358387,0.22994128,-1.7812685,1.266432,-0.2657464,0.2883643,0.030184701,-0.23046157,-0.7059817,-0.64473677,0.21319787,-0.79190844,1.0951904,0.2611744,-0.24650118
588331_z,Vitis_rupestris,7,-0.2711469,-0.37900168,2.1313303,0.49349716,-0.15755588,-0.27115238,-1.9641522,1.1807314,-0.46203196,-0.12174167,-0.18435457,-0.4370336,-0.79038405,-0.7622041,-0.22756314,-0.89199406,0.80069685,-0.18924999,-0.33860427
588401_z,Vitis_rupestris,7,1.6506953,0.71775824,0.4869787,-0.0804049,-1.7678921,-0.8384307,-1.823469,0.99317724,-0.5258399,-0.060334306,-0.24953872,-0.36192554,-0.22588244,-0.5890981,-0.5720102,-0.82945484,1.6064019,-0.28623542,-0.28797787
588231_z,Vitis_rupestris,7,0.83504826,-0.46259305,0.115626745,-0.37859008,-0.80707586,-0.6967126,-0.99074876,-0.33960262,-0.6734152,0.38850394,0.39354464,-0.31100526,-0.24077348,0.017855704,0.57487047,-0.85883427,-0.4587908,-0.2689373,-0.23017855
588229_z,Vitis_rupestris,7,0.42601892,-0.34779307,1.4468191,0.22338973,-0.4067871,-0.69374305,-0.9166617,0.49631122,0.07362642,0.30617067,-0.09302512,-0.44149804,-0.78149337,-0.013999073,0.047727596,-0.87441146,0.45036745,0.70185816,-0.16216667
588225_z,Vitis_rupestris,7,-0.7442665,-0.44473383,1.6670963,-0.12532507,1.7447685,2.1330454,-1.8097111,1.5256467,1.2905667,0.77237797,0.33960706,-0.21104947,0.16719449,0.60974723,-0.16936412,-0.74673694,1.1156415,0.22209704,-0.13416314
588415_z,Vitis_rupestris,7,-0.45666456,0.21565458,0.7958031,-0.23790936,-1.064841,0.735806,-1.5042722,0.18740036,0.15281062,0.45108795,0.120057434,-0.37299886,-1.0159836,-0.61402565,-0.5982761,-0.6494268,0.2073743,-0.20062992,-0.20991518
588223_z,Vitis_rupestris,7,-0.73644394,-0.06662133,0.7804164,0.2646626,-0.9588218,-0.80016524,-1.2787819,-0.1314344,0.14559743,0.8110773,0.95744157,-0.040185023,0.43232176,1.401442,-0.7116612,-0.41068065,-0.44677818,-0.7317934,-0.16263403
588142_z,Vitis_vulpina,8,0.08465708,-0.5784995,1.0060225,0.34471118,0.49448276,1.3351933,-0.40653536,1.9445627,0.4280951,0.6371626,0.26590443,-0.3490236,-0.93329,3.1652884,0.12746212,-0.5715253,1.7413322,2.540703,0.38148525
588680_z,Vitis_vulpina,8,-0.50712997,-0.44028884,1.8557267,0.7971596,-1.240924,2.1239548,-1.1189903,0.9772491,2.5944014,1.8609539,2.0017283,-0.08057736,0.1914325,0.85341144,0.58949715,-0.6711586,0.70699024,-0.63417864,0.23822021
588679_z,Vitis_vulpina,8,0.19946425,-0.5797183,0.23354919,0.028606707,0.032514803,0.7329325,-0.6147838,0.7284341,0.33319888,1.4075592,1.4417882,-0.17942406,1.0661464,0.9224435,0.60153884,-0.5947075,0.4168148,-0.6596259,-0.17069703
588133_z,Vitis_vulpina,8,-0.23815355,-0.52279896,0.8637687,-0.07798177,-0.06851107,-0.009940536,-1.7031229,1.4851403,0.09288214,0.8026824,0.4376293,-0.24369842,-0.34478286,0.3908845,-0.19466273,-0.83935744,1.3040991,0.7704889,0.5283409
483180_z,Vitis_vulpina,8,-0.3893914,-0.7359771,-0.39457232,0.25389776,-0.5736442,-1.1787844,-1.250086,-0.100547396,-0.5017216,-0.54060376,-0.3106743,-0.20162848,-0.8473296,-1.0095123,-0.22491638,-0.9082328,-0.06002741,-0.73562306,0.4160026
597115_z,Vitis_vulpina,8,-0.5540436,-0.9440444,0.19863482,-0.67088395,0.34276265,0.17035547,-1.1607267,1.5999982,-0.025659963,0.6420487,-0.032814246,-0.36867625,-0.5719885,-0.45407766,-0.37885067,-0.8739462,1.4625844,0.36397368,0.0989115
483190_z,Vitis_vulpina,8,-0.83114076,-0.87330496,-0.09984222,-0.35295743,-1.8089962,0.05820606,-1.0966729,0.8600778,-0.34617803,0.6291555,-0.13718456,-0.4071753,-1.0904958,-0.17449649,-0.106084205,-0.9793706,1.2108693,-0.8015602,0.006207665
483187_z,Vitis_vulpina,8,0.9090003,-0.051248327,1.1264241,1.3030611,-2.0996125,0.008706965,-0.4255382,0.5807331,1.4723513,1.6884441,1.6984545,-0.03363099,-0.78847843,1.3007122,2.3185759,-0.84451276,0.54567724,-0.74435055,0.4941082
483184_z,Vitis_vulpina,8,-0.74355346,-0.61560273,-0.21947922,0.47020084,-1.5166427,-0.34326106,-1.3130302,0.7005262,0.29739818,0.33687687,0.48252383,-0.27690917,-0.5781642,-0.22389506,-0.065620534,-0.86694115,0.4268468,0.6674785,0.021833189
483188_z,Vitis_vulpina,8,0.49518877,-0.7661976,0.76527995,-0.25400203,-1.7418367,-1.3999882,-0.65624076,0.3262986,0.20848937,-0.06757281,-0.12985685,-0.32219976,-0.5224315,-0.43928957,-0.17056179,-0.82113284,0.114744514,0.6467771,-0.22260559
