Accession_position,genus_species,spec_as_int,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Mo98,Cd111
588204_x,Vitis_riparia,6,0.92557037,5.684298,-0.10531474,-0.071773216,0.75965345,-0.9547548,0.19174288,-0.46851835,-0.5273277,-0.8993378,-1.0815133,-0.2757686,0.122623526,-0.44354385,-0.38850746,2.5304568,-0.5398794,0.1094529,0.15832564
588439_x,Vitis_riparia,6,-1.0033076,0.01841079,-0.9894214,-0.18902391,0.50660783,-0.92823297,0.32272524,-1.1639546,-0.7014993,-0.005050015,0.07229691,-0.15595505,-0.270553,-0.03963861,0.14934061,1.8316125,-1.1286578,-0.22174637,0.09374659
588190_x,Vitis_riparia,6,2.5200832,1.4056636,-0.60702163,0.042288464,0.33591828,-1.3218137,0.5715099,-0.82299083,-0.1134025,-0.9720993,0.115899496,-0.31367382,-0.72032636,-0.48104948,0.041380074,1.2625532,-0.959589,-0.18471186,-0.2644249
588274_x,Vitis_riparia,6,1.755195,0.31630132,-0.63217366,-0.39076495,1.0657107,-0.13791016,0.60530746,-0.717063,0.013655221,-0.5514791,-0.5548072,-0.19903083,-0.10799541,-0.6335753,-0.26032397,0.91130793,-0.8376927,-0.5133382,0.38588744
588353_x,Vitis_riparia,6,-0.16496046,1.4055514,-0.41296324,0.1294852,1.0419588,-0.4070063,0.46712646,-0.67705154,0.07728776,-0.52730346,-0.42081776,-0.3379879,0.03877567,0.44236627,0.8366514,-0.011088072,-0.92722315,-0.20522152,0.110628136
588435_x,Vitis_riparia,6,0.8944893,-0.388105,-0.88538575,-0.41144463,0.36442536,-1.1687068,0.5561452,-1.0309966,-0.6925015,-1.1761998,-1.1648059,-0.32723767,-0.4705243,-0.6373341,,0.7275881,-0.9724878,-0.5969066,0.007767005
255189_x,Vitis_riparia,6,-1.1213325,-0.25494692,-0.84181505,0.10136202,0.47411975,-1.679466,0.2028591,-1.1387813,-0.3559975,-0.79449195,-0.7527309,0.25843567,-0.2690924,-0.5028411,-0.34636977,1.5502264,-1.102063,-0.07485581,-0.06962552
588456_x,Vitis_riparia,6,3.8057787,3.9894207,0.100785315,0.050341424,1.273903,-0.82782435,0.26285338,-0.7669495,-0.3938214,-0.94673496,-0.5135453,0.24681161,-0.12079919,-0.4212415,0.001709845,0.026996437,-0.8910561,0.0479957,-0.23027688
588345_x,Vitis_riparia,6,-1.0898467,-0.49721283,0.29617655,-0.22702675,1.3672142,-0.9739312,0.8113343,-0.43292758,0.07204411,-0.623582,-0.84287757,-0.15793438,0.11263517,0.7284114,0.33088604,3.655482,-0.61047775,-0.16229273,-0.1522802
588562_x,Vitis_riparia,6,-0.49965677,0.48459,-0.42478266,1.2535301,0.97321576,-1.2667197,0.7658793,-0.88526833,0.19137152,-0.71131045,-0.3865372,-0.39958063,-0.32312888,-0.10165198,-0.9385326,3.1617272,-0.9760491,-0.24973588,-0.19671763
483177_x,Vitis_riparia,6,1.5573156,2.8015432,-0.5987188,0.23331138,0.89136666,0.43928763,0.5488127,-0.6313022,0.15755709,-0.35911328,-0.4161379,-0.26373076,0.92325217,-0.15932672,0.10991975,2.1089888,-0.74423224,0.12619247,-0.32662395
588564_x,Vitis_riparia,6,-1.1562055,1.0144994,-0.17707014,1.5473802,1.0732837,0.7272282,1.1167377,-0.58180517,0.43606186,1.0501814,1.4366583,-0.063490495,0.23565663,1.1258242,3.756309,0.39414728,-0.91512525,0.09746838,-0.17175484
588271_x,Vitis_riparia,6,-1.2709476,-0.089027,-0.65412563,-0.21783325,0.5874871,-1.0707364,0.050418854,-0.59284943,0.12089273,-0.6799475,-0.51275104,-0.43786642,-0.36537537,-0.41591716,,0.7390415,-0.69834447,-0.23277353,-0.49136016
483168_x,Vitis_riparia,6,-1.1258883,-0.48495677,-0.79990494,-0.109656654,0.48623687,-1.206206,0.33212617,-0.69752413,-0.17827329,-0.10044256,0.3651828,-0.11455601,-0.27462447,-0.35632145,0.4347917,1.9292774,-0.7452679,-0.3725306,-0.04553564
483171_x,Vitis_riparia,6,-1.0168034,0.7467549,-0.35930702,0.2388036,1.1300126,-0.7453889,0.39356264,-0.49705234,1.2473522,-0.36254075,-0.35604155,0.042326536,-0.28428435,0.24114016,0.5293267,0.20394544,-0.67572635,0.09389115,0.06624746
483169_x,Vitis_riparia,6,-0.4443219,0.23176497,-0.43684137,-0.5566506,0.37951618,-0.47728992,0.72461224,-0.48475757,-0.5608219,-0.7030552,-0.7272551,-0.3145557,-0.4125868,-0.58693045,-0.51967645,1.2896289,-0.4225173,-0.57843846,-0.22054248
588711_x,Vitis_riparia,6,2.0445735,1.4852418,-0.6260998,-0.16640939,0.7798898,0.010902699,0.70623046,-0.7928033,-0.53746015,-0.7417702,-0.9398459,-0.37656122,-0.45712972,-0.03320256,0.40998882,0.39449674,-0.8273532,-0.5063867,-0.001455277
588653_x,Vitis_riparia,6,-0.28456625,0.5859264,-0.7628357,0.042120364,0.41300064,-0.80255395,0.24223435,-1.08023,-0.114648744,-0.6609787,-0.77025586,-0.43704054,-0.4923714,0.17777544,,-0.20536642,-1.1212665,0.74699384,-0.34679106
594344_x,Vitis_riparia,6,1.3987336,-0.25918713,-0.5161351,-0.09739675,0.25656292,-0.82052517,0.5350274,-0.73596686,-0.5964688,-0.8687722,-0.54157007,-0.35887745,-0.068211794,-0.5177886,-0.5984983,1.5888778,-0.86264795,-0.0955009,-0.14325051
588718_x,Vitis_riparia,6,0.19305797,0.94000125,-0.8615378,-0.23842682,0.527813,-1.1195221,0.16450667,-0.75577676,-0.6347258,-0.6049995,-0.7694263,-0.32487983,-0.30303818,0.10469148,-0.8576869,0.6163389,-0.9037373,-0.19602185,-0.3013846
588586_x,Vitis_riparia,6,-1.2396319,-0.47341594,-1.0280629,-0.05757311,-0.060104728,-0.49094704,0.42588586,-0.86622417,-0.7778751,-0.82312465,-0.96403,-0.12258741,-0.30585504,0.049183276,-0.18200137,2.3475251,-0.9531735,-0.2808728,-0.30345803
588710_x,Vitis_riparia,6,1.0537479,-0.18500485,-0.91188014,0.25115418,-0.37732956,-0.3039149,0.1326938,-1.038843,-0.2049743,-0.23418911,0.34341967,-0.3640712,-0.1529688,-0.3469891,0.103814155,0.89699966,-1.0799289,-0.628395,-0.3378851
495622_x,Vitis_riparia,6,-0.7122294,-0.292967,-1.1161796,-0.17573208,0.055388868,-0.11628506,0.6787606,-0.9524071,-0.8665564,-0.57527125,-0.69930613,-0.22346129,-0.73407626,0.26254174,-0.4172245,2.2794647,-0.9855538,-0.6708738,-0.20373575
483166_x,Vitis_riparia,6,0.8613645,0.9861083,-0.6980134,0.090135746,0.3267604,-0.95792615,0.7952145,-0.86108255,-0.5399153,-0.6313389,-0.5663127,-0.14026862,-0.5280457,-0.10056846,-0.56709194,1.5335641,-0.9832356,-0.38666254,-0.22876208
588510_x,Vitis_riparia,6,-0.7198992,-0.5014773,-0.6851606,-0.39350998,0.39441356,0.54234487,1.7790728,-0.5813154,-0.16430902,-0.72991526,-0.84060204,-0.13393252,-0.6229587,-0.5442509,-0.20570856,-0.37492993,-0.66414714,-0.51283675,-0.06590286
588275_x,Vitis_riparia,6,0.98541623,2.1295037,-0.65521955,-0.03971127,-0.14277491,0.25653598,0.6932753,-0.9419289,-0.85775673,-0.80634457,-0.7109047,-0.21573383,-0.93235844,-0.48805273,-0.33472517,0.4233986,-0.9033225,-0.11235414,-0.4482741
588258_x,Vitis_riparia,6,1.869776,0.5136134,-1.0028554,-0.4258439,0.08611239,-0.7553432,0.65422064,-1.1613587,-1.1049736,-1.007255,-1.1264384,-0.29383054,-0.9162009,0.26848522,-0.09931378,0.051705796,-1.0745802,-0.39577544,-0.38942528
483176_x,Vitis_riparia,6,-0.46658343,-0.3833957,-1.2075613,-0.527585,-1.1228237,-1.5708157,-0.710938,-1.0556364,-1.1627188,-1.0704155,-1.2550654,-0.4236718,-0.7651572,-0.98250043,-0.39660382,-0.4751718,-0.98142445,-0.60490215,-0.46620488
588167_x,Vitis_riparia,6,3.7874074,3.389789,-0.68249756,-0.31878597,-0.13081089,0.02988945,-0.078408845,-0.919372,-0.6125002,-1.1393658,-1.2588243,0.27387574,-0.54628617,-0.27307892,-0.4299181,-0.005176716,-1.0090743,-0.4948979,-0.42599088
313922_x,Vitis_riparia,6,3.5912738,3.4596012,-0.6281792,-0.19601907,-0.28509226,-0.5291857,-0.102218874,-0.7083331,-0.90120167,-1.1597788,-1.390447,0.12223125,-0.9527356,-0.8551927,-0.22350958,0.64244473,-0.7199557,-0.16558227,-0.3875918
588269_x,Vitis_riparia,6,-0.08067634,0.09308829,-0.6978565,-0.43028527,0.8442367,0.48101673,1.4923869,-0.94751424,-0.68665504,-0.579833,-0.6144689,-0.1286389,-0.72632855,-0.029487392,-0.65813076,0.4649601,-0.98722273,-0.20652013,-0.47214058
588369_x,Vitis_riparia,6,1.0147734,0.38756004,-0.6876753,-0.06593955,0.25463584,-0.37611353,0.91681886,-0.96338993,-0.4621692,-0.73926485,-0.74438953,-0.3284926,-0.49472645,1.4248804,-0.18545817,0.6493194,-0.96741635,-0.11014843,-0.4434868
588457_x,Vitis_riparia,6,0.746787,-0.104331635,-0.75559855,-0.023721213,-0.16615376,-0.8905083,0.6763107,-1.1351469,-0.8728523,-0.8053074,-0.7080781,-0.40131286,-0.49024102,-0.37163427,-0.6916149,0.9020125,-1.0855112,-0.34274125,-0.32981417
483167_x,Vitis_riparia,6,5.2866983,0.60446274,-0.7567437,1.0257602,0.00563303,-0.028675461,0.070135795,-0.94146574,-0.74695534,-0.85175025,-0.9611604,-0.40815368,-0.89310956,-0.5013556,-0.28224722,1.0755773,-0.87876624,-0.34350303,-0.35897017
483182_x,Vitis_riparia,6,3.1771693,0.2769668,-0.4177276,-0.21733926,-0.015606022,-0.32279322,0.810106,-0.9877928,-0.69675356,-0.43851656,-0.07764571,-0.20405066,-0.30262387,-0.09224959,-0.49171007,2.1708665,-0.8971651,-0.4800061,-0.18912567
483181_x,Vitis_riparia,6,0.5738419,0.09201798,-0.61044204,0.56450063,0.6888125,0.04249839,1.3418087,-0.7786679,-0.82943934,-0.6135049,0.5261114,-0.36567345,-0.17748469,-0.50311667,-0.13472366,1.0967932,-0.89580035,1.3234603,-0.28472126
588483_x,Vitis_riparia,6,0.86959976,-0.14952938,-0.76359206,0.6162404,0.20876318,-0.6537131,1.55411,-0.99328065,-0.96769613,-0.8936415,-0.96951413,-0.4807777,-0.79442626,-0.78363156,-0.29225057,0.82483083,-0.97063535,-0.34262028,-0.39697814
483165_x,Vitis_riparia,6,-0.18195544,-0.4398853,-0.94270283,1.8039347,0.21945052,-1.007479,1.348626,-1.1971357,-0.9034299,-1.2982109,-1.33692,-0.46990827,-0.6583496,-0.20177263,-0.5762066,-0.27956462,-1.1049829,-0.56626457,-0.43930173
483178_x,Vitis_riparia,6,-0.030783096,-0.056493882,-0.5343389,0.10121271,0.031409368,-0.61243,0.63685125,-0.81781167,-0.8517109,-0.7622953,-0.79992944,-0.2622431,-0.7034764,-0.36444926,-0.36037785,1.2147908,-0.78492135,-0.48625448,-0.37453136
588565_x,Vitis_riparia,6,5.096663,1.940587,-0.6438484,1.1093346,0.7037157,0.37635478,0.6619704,-0.87226564,-0.5890775,-0.73136586,-0.8936868,-0.45254368,-1.0220462,-0.65708697,-0.40833303,0.35837492,-0.8466962,-0.21665649,-0.41944152
483170_x,Vitis_riparia,6,-0.26435894,-0.5970851,-0.83491033,-0.27822548,0.292823,-0.16484006,0.93576956,-0.9939405,-0.7855639,-0.9809372,-0.99979454,-0.3900093,-0.2877677,-0.6728573,-0.45838398,-0.27933782,-1.021799,0.06432483,-0.27085027
483175_x,Vitis_riparia,6,2.1826692,1.1097981,-0.6309468,0.037026495,0.5306838,-0.40325066,1.0016832,-0.7973106,-0.73795295,-0.71582496,-0.77569777,-0.37501374,-0.067028865,-0.53287333,-0.04908913,0.33672166,-0.91939086,0.95696926,-0.3984656
588054_x,Vitis_riparia,6,2.4835129,0.656191,-0.9012626,0.010465729,0.2595376,-1.1241838,0.4988686,-0.98315895,-0.45296222,-0.9659853,-1.1336402,-0.11261029,-0.462234,-0.76308656,-0.78654766,0.3036968,-1.0168207,-0.671205,-0.16940896
588455_x,Vitis_riparia,6,0.28067452,-0.758945,-0.8630502,0.31647265,-0.07986084,-0.807787,1.6964179,-1.0943147,-0.86945355,-1.1265386,-1.2578181,0.08372801,-0.6239374,-0.22959238,-0.61268187,0.8780966,-1.0389344,-0.69086456,-0.06727162
483173_x,Vitis_riparia,6,4.8625126,0.9502028,-0.51881814,0.3893622,0.73898125,0.12102958,-0.018186925,-0.9267947,-0.028633565,-0.6041864,-0.14569531,-0.17956866,-0.058419377,0.8630204,-0.52694225,2.1899145,-0.79649436,-0.24786197,-0.4007776
588568_x,Vitis_riparia,6,2.587408,1.5379189,-0.586082,0.07175868,0.96178496,0.008381253,1.1444628,-1.0206051,-0.7030766,-0.92150027,-0.8927501,-0.4597484,-0.58049715,-0.7764898,-0.22483729,1.6535984,-0.99031013,-0.38929564,-0.5033895
483172_x,Vitis_riparia,6,-0.7796585,-0.31296492,-0.9306557,0.61883503,0.34257483,-0.35895762,-0.002364293,-1.0756695,-0.66602665,-0.75491124,-0.62073016,-0.41473523,-0.7070984,0.14831439,0.07853405,2.5621953,-1.0087742,0.18398818,-0.34193215
588354_x,Vitis_riparia,6,-0.6326518,0.10916956,-0.89049596,-0.33379576,0.33329424,-0.12264299,1.2366302,-0.7074454,-1.0247467,-0.6209627,-0.660363,-0.3798723,-0.41196698,-0.54412967,-0.670282,2.3802412,-0.74758583,-0.29821497,-0.33492512
588272_x,Vitis_riparia,6,-0.5890648,-0.44671828,-0.75109315,-0.33705255,0.5104953,1.5258405,0.4345882,-0.73835593,-0.07801561,-0.515886,-0.42210034,-0.35150647,-0.48852995,1.1123337,-0.13674273,-0.34685084,-0.6641078,-0.34502217,-0.33526272
588374_x,Vitis_riparia,6,0.68825084,0.16841199,-0.74012125,-0.5625962,0.42731732,0.4467912,1.0955278,-0.7072224,0.046274185,-0.5759213,-0.7584799,-0.26918405,-1.0145963,-0.57724094,-0.4101956,-0.31976256,-0.84161144,-0.50695217,-0.46657348
588346_x,Vitis_riparia,6,-1.2158843,0.05023639,-0.5013578,-0.35774556,1.4534463,1.0769265,1.4820749,-0.7526087,0.05714315,-0.77450776,-0.86693317,-0.4065865,-0.042437147,0.33287457,-0.2990959,-0.2364204,-0.97985667,0.023407811,-0.50777155
588373_x,Vitis_riparia,6,1.2561628,2.7544148,-0.59780324,-0.45718893,0.9807867,0.46680582,-0.24007255,-0.8838693,1.6384767,-0.7099993,-0.59374136,-0.33716524,-0.38287124,-0.46744373,-0.24085113,0.4427879,-0.9362895,-0.06706454,-0.3341094
588406_x,Vitis_riparia,6,-1.1383169,1.1336106,-0.29706463,0.49184573,0.25526956,0.40157622,1.5338428,0.089925356,-0.2558589,-0.22431712,-0.28794703,-0.44269183,-0.90401393,0.4418638,0.35756317,-0.1863273,-0.024855928,-0.4798705,-0.4078359
588404_x,Vitis_riparia,6,2.745995,0.8378029,-0.8370924,-0.4810517,0.64138407,-0.042955074,0.74375284,-1.1243304,-0.89694047,-1.0397953,-0.5583406,-0.25363594,-0.8261864,-0.8174711,-0.65543896,1.3240619,-1.1053642,-0.3426211,-0.47066715
588259_x,Vitis_riparia,6,0.4957665,0.092987835,-0.91921586,-0.5944917,0.649915,-0.35398528,0.7615529,-0.80866104,-0.5332996,-0.8486987,-0.8396504,-0.28742304,-0.19095008,0.9810859,0.7140015,0.76467615,-0.94105166,-0.313156,-0.47737798
588260_x,Vitis_riparia,6,-1.1961493,-0.5617518,-0.78948736,-0.714878,0.4817838,0.12939423,0.7517402,-0.8300422,-0.73003715,-1.1083227,-1.2405536,-0.4962473,-0.8517659,0.25319618,-0.25842884,0.112949364,-0.92297167,-0.5533586,-0.4474754
588436_x,Vitis_riparia,6,3.5221324,0.9033087,-0.6593087,-0.16213557,0.744248,0.42067796,1.2959073,-0.62345576,-0.5556597,-1.0910912,-1.152978,-0.49847475,0.26603365,3.5204844,-0.14067914,1.5597204,-0.6016483,0.8263602,-0.26785725
588400_x,Vitis_riparia,6,-1.2676209,0.7927776,-0.7350852,-0.11205258,0.58119226,0.7191102,-0.13911588,-0.4922307,-0.23652974,-0.37385765,-0.20739385,-0.3636944,-0.59489983,-0.3156197,-0.8674551,1.0734982,-0.63365185,0.12485224,-0.08215626
588261_x,Vitis_riparia,6,-0.01014643,-0.4768869,-0.8555988,-0.7194817,0.16915901,-0.7615905,1.1466165,-1.0195615,-0.9017588,-1.1832623,-1.4056485,-0.42107978,-0.7555227,1.8418597,-0.41720167,0.2791516,-0.9785071,-0.54136294,-0.45610732
588344_x,Vitis_riparia,6,-0.21571825,0.651833,-0.6446376,-0.47913018,0.9263075,0.5386159,1.0509162,-0.6437867,0.1692077,-0.46605852,-0.1128679,-0.28430164,-0.40740559,-0.5360347,-0.45431453,0.6670234,-0.68634135,-0.6299513,-0.48547047
279897_x,Vitis_riparia,6,-1.1189631,0.5435131,-0.46131626,-0.31037295,0.73057073,-0.5282926,0.668438,-0.23452573,-0.9879139,-0.78677315,-0.8639841,-0.43168235,-0.93983614,-0.7542096,-0.7121,1.2388725,-0.3809117,-0.52686393,-0.43062535
588304_x,Vitis_riparia,6,1.734753,1.6442032,-0.63664496,-0.43949974,1.0458347,0.50360173,1.1683108,-0.4810925,-0.308319,-0.6066999,-0.27631673,-0.42445743,-0.67432284,-0.6909513,-0.4304384,0.73865026,-0.26775518,-0.30418843,-0.50896925
588437_x,Vitis_riparia,6,1.4863732,0.48056483,-0.8899622,0.32135203,0.50184363,-0.5392928,1.2137495,-0.8022263,-0.4454099,-1.0532411,-1.1063658,-0.4888138,-0.6619899,1.3299797,0.072270155,1.5839685,-0.88103,-0.23370907,-0.27790725
588349_x,Vitis_riparia,6,-0.95887136,-0.6069038,-0.6984115,-0.52451754,0.38771638,1.4826387,0.5435203,-0.30668095,0.0433347,-0.5959392,-0.67429024,-0.37520692,-0.46089125,0.3429446,-0.6825739,-0.43153387,-0.40188724,-0.43214586,-0.3862272
588350_x,Vitis_riparia,6,-1.1526634,0.101589076,-0.7295831,-0.4208912,1.0971904,0.055579823,0.566375,-0.993753,-0.50645924,-1.1022829,-1.161154,-0.45570832,-0.53152716,0.53556824,-0.46258178,0.34408867,-0.99691725,-0.04000692,-0.5387746
588262_x,Vitis_riparia,6,0.8324964,-0.44797987,-0.49397054,-0.11606735,0.87353665,0.5409449,1.641536,-1.0156611,-0.31629375,-0.5476965,-0.3837269,-0.2664015,0.31563756,2.470321,0.061175473,1.2723798,-1.0333092,-0.39824498,-0.45565626
588270_x,Vitis_riparia,6,0.069339916,-0.32736605,-0.46948317,-0.2481694,1.064166,0.36786836,1.6425755,-0.71635544,-0.43952045,-0.8980329,-0.92873186,-0.43259236,-0.50678575,-0.25845262,-0.8042434,-0.23192035,-0.73544765,-0.20448163,-0.41422424
588181_x,Vitis_rupestris,7,3.2818608,0.21592575,-0.40318525,-0.35820144,1.4991027,-1.8351514,1.579155,-1.0378841,-0.548946,-1.2336802,-1.2817473,-0.43723404,0.6313803,-0.094221786,,3.0109494,-1.052018,-0.33945975,-0.24490668
588146_x,Vitis_rupestris,7,1.3286369,1.1274039,-0.7213307,-0.80126786,0.8453504,-0.32693478,1.3848416,-1.1593491,-0.81613916,-1.1792873,-1.2246166,-0.4239587,0.48324704,-0.7746701,-0.49960244,2.0618918,-1.0707707,-0.48978508,-0.387051
588147_x,Vitis_rupestris,7,3.2541804,0.1553118,-0.43715757,-0.020929025,1.5412915,-0.48840567,1.9819702,-1.0688325,-0.55618066,-1.1110846,-0.69580466,0.10592466,1.2281182,2.0794225,0.03133452,6.3134203,-1.0235602,-0.5315512,0.5043818
588188_x,Vitis_rupestris,7,-0.35405847,1.0855632,-0.04066529,-0.6145739,1.6585143,-0.96185076,1.8014866,-0.9832353,-0.69709677,-0.84917027,-0.8965711,-0.30363697,1.1493008,-0.5470162,0.20188734,1.813647,-0.56295645,-0.5412075,0.48942462
271662_x,Vitis_rupestris,7,-0.8421408,0.50570047,-0.8099477,-0.18583873,0.41038644,-1.3376074,0.01486301,-1.1740217,-0.708398,-0.3325539,-0.3403382,-0.34660113,0.25052178,-0.17712946,-0.30125174,0.8383903,-1.1580416,0.17013904,-0.41882423
588330_x,Vitis_rupestris,7,-0.50058913,-0.24158432,-0.74289006,-0.6058749,1.0952291,-0.14215234,0.92299306,-1.0601438,-0.7111054,-0.614606,-0.6547166,-0.33202597,0.96354836,-0.14649463,-0.072902225,1.3575852,-1.0061486,0.12520611,1.2104245
588224_x,Vitis_rupestris,7,1.5800806,0.014667346,-0.81198,-0.7322071,0.86727923,-1.2104807,0.74266464,-1.0342299,-0.8399291,-1.1864277,-1.4143308,-0.4084837,0.587598,-0.29875746,-0.46134213,0.16280009,-0.9958265,-0.3419979,-0.018836562
588227_x,Vitis_rupestris,7,3.3330042,3.1766737,-0.5151668,0.849441,1.0341462,-0.22858608,0.81516504,-0.9728523,-0.31503767,-0.1468473,-0.16299167,-0.17204186,0.9594086,0.29052523,0.8194999,0.6408828,-0.90585095,-0.05255648,0.055881616
588228_x,Vitis_rupestris,7,0.7839547,1.937018,-0.22020482,-0.4715613,2.201656,-1.3817463,1.3167887,-1.0462158,-0.13700828,-0.97365063,-1.209119,-0.44624367,0.32825848,1.555543,-0.068809584,-0.11151495,-1.0124782,-0.30917132,-0.3967504
588684_x,Vitis_rupestris,7,-1.013972,0.15635765,-0.40635112,0.028867252,2.2635217,-0.63469565,1.142802,-0.92770344,-0.32493475,-0.55478966,-0.7161971,-0.31840748,1.5405309,-0.3384209,0.9169689,0.729423,-0.816493,-0.09987711,-0.2484594
588683_x,Vitis_rupestris,7,0.15375774,2.4586122,-0.28814653,-0.2472816,1.7327483,0.23605926,1.1376522,-1.0096337,-0.47443253,-0.85608447,-0.65156275,-0.39111412,0.72731894,-0.4387314,-0.1848185,1.7912158,-0.95812684,-0.108050674,0.36018723
588574_x,Vitis_rupestris,7,1.0148714,-0.4222668,-0.75979424,-0.63650316,0.55801964,-0.09566545,1.322947,-1.0926663,-0.9459568,-1.0531231,-1.1489838,-0.29900974,-0.06316782,-1.0441666,-0.755569,1.7589412,-1.0453522,-0.32238638,-0.071364895
588454_x,Vitis_rupestris,7,-1.0375463,-0.5889362,-0.6842355,0.018207677,-0.1818078,0.003917081,1.2507526,-0.7814058,-0.48822036,-0.9301595,-1.1142601,-0.30847445,-0.1638455,-0.15512858,-0.16652265,2.5038247,-0.7589019,0.6553108,-0.20106187
588384_x,Vitis_rupestris,7,-0.8048336,-0.6157048,-0.78174174,0.6717304,0.2609098,0.000390926,1.2274557,-0.8016091,-0.78596383,-0.46177718,-0.6115867,0.020505102,1.0633324,-0.32961378,-0.33318555,2.618765,-0.7947347,-0.6006378,0.8275138
588540_x,Vitis_rupestris,7,1.6053371,-0.34284234,-0.9731109,-0.34449238,-0.018172871,-1.0392077,0.23768851,-1.0291868,-0.5076807,-0.70970166,-0.7069215,-0.21201894,0.86290747,-0.11288725,0.1676951,-0.5877078,-1.0182866,-0.5557109,0.8025472
588333_x,Vitis_rupestris,7,0.85545146,0.29565325,-0.4631498,-0.5914199,1.0145513,-0.40470096,1.6556096,-1.0912119,-0.7753582,-1.1681411,-1.5062195,-0.08603476,1.0856112,-0.49258554,-0.69784504,0.13843647,-1.0714165,-0.49144086,0.2689149
588160_x,Vitis_rupestris,7,-1.2743696,0.21589671,-0.46277723,0.035783667,0.667386,0.007090135,1.598084,-1.0647422,-0.87983,-1.0939395,-1.2735944,0.034274284,-0.0844544,-0.6944805,-0.8038439,0.6512129,-0.9709503,-0.26376063,-0.33524066
588174_x,Vitis_rupestris,7,-1.003114,-0.49857053,-0.62933123,-0.5972159,0.5838399,-0.19530673,1.2781557,-1.0948354,-1.0002955,-1.0745811,-0.76870847,-0.4673378,0.46128532,-0.9235923,-0.64971614,1.6948438,-0.9872555,-0.23554382,-0.20610921
588401_x,Vitis_rupestris,7,-0.84654665,-0.5822263,-0.7434065,0.025573647,0.5148699,0.37600207,0.66817814,-1.2403173,-0.82163054,-0.9255183,-1.0106025,-0.26208177,0.9051768,0.16925712,-0.7490133,1.6286803,-1.0721221,-0.42521703,-0.2942779
588331_x,Vitis_rupestris,7,1.3354131,0.17560259,-0.86378574,-0.31612524,0.3452663,-0.21265481,0.4777493,-1.1271261,-0.6487467,-1.2523748,-1.29276,-0.5147004,0.42605552,-1.0148534,-0.5151967,0.56623936,-1.0847082,-0.44918686,-0.4111208
588225_x,Vitis_rupestris,7,-1.243272,-0.43734777,-0.6678347,-0.3909668,0.97427535,-0.13620491,1.0122473,-0.9479913,-0.43468314,-0.95400447,-0.8149156,-0.16998112,0.8796176,0.48083463,-0.17777449,1.3289475,-0.93513066,-0.55858964,-0.3700601
588229_x,Vitis_rupestris,7,2.377756,0.5420971,-0.41789708,-0.23186943,1.1540543,-0.47430763,1.7890998,-0.91575146,-0.87876993,-1.2585655,-1.4954089,-0.5376266,0.07823466,-0.12779164,-0.5330233,0.24889474,-0.8730153,-0.33998063,-0.31289884
588223_x,Vitis_rupestris,7,0.006337439,0.052920964,-0.42277032,0.07996705,0.6768217,-1.1362376,1.3108882,-0.8867208,-0.5644807,-1.1067562,-1.2452513,-0.2471398,1.0264223,0.3914446,-0.3610927,1.6289066,-0.933276,-0.7771648,-0.22121339
588415_x,Vitis_rupestris,7,-0.78164107,-0.3668204,-0.7272029,-0.66839725,-0.07605293,-0.03023568,1.0872675,-1.0632142,-0.92988133,-0.81034523,-0.38330075,-0.49994376,0.004034728,-1.051829,-0.91232306,1.3640796,-0.9991636,-0.6005422,-0.3429166
588231_x,Vitis_rupestris,7,0.85719514,-0.16382423,-0.6202217,0.20560788,1.1091621,0.78069156,0.7376995,-0.89212495,-0.3988969,-0.7145302,-0.64166087,-0.25907794,0.7095992,0.272053,0.15775922,0.4707304,-0.95518494,-0.40345487,-0.045470342
588142_x,Vitis_vulpina,8,-1.3300203,-0.16584516,-1.0164798,-0.15747494,0.03841601,-1.2496661,-0.2927205,-1.1734966,-0.9944545,-0.11042953,0.052258506,-0.18421288,-0.25868642,1.9061804,1.160917,1.3267733,-1.0960256,0.09170088,-0.048399694
483180_x,Vitis_vulpina,8,-0.5538171,0.004034167,-0.7895519,0.48175338,0.10227027,-0.552165,0.7186858,-1.0729407,-0.41444245,0.17775728,0.924465,-0.2605764,0.3217885,-0.3162314,0.24488297,-0.21368054,-1.0150915,-0.4280197,0.09617324
588680_x,Vitis_vulpina,8,-1.0056335,1.1669942,-1.0057527,0.34068808,-0.15686433,-1.2214255,0.3690524,-1.1616337,-0.6935739,-0.564541,0.33827263,-0.1744587,0.32544193,-0.011113237,0.34750947,0.9873288,-1.1252936,-0.66188276,-0.34290996
588133_x,Vitis_vulpina,8,-0.25159973,-0.3380557,-0.7075726,0.49489254,1.0331502,-0.59167063,0.014761016,-0.83360875,0.16301066,-0.18621239,0.13910203,-0.111449726,1.4206614,0.15477861,0.019602245,0.33762458,-0.9977531,0.57548213,0.37786838
588679_x,Vitis_vulpina,8,-1.0285009,0.03685049,-1.2276114,0.52868813,0.2148704,-0.8818386,0.52344596,-1.296538,-0.6361737,-0.33007112,0.037828255,-0.28061295,0.48354474,1.2292137,0.72242635,1.7507817,-1.1419445,-0.62898076,-0.36304852
597115_x,Vitis_vulpina,8,1.2670722,-0.33636215,-0.94961524,0.030835506,-0.015423741,-0.47849005,0.5371935,-0.8624713,-0.5632514,-0.103877604,-0.035626754,-0.34928787,0.27219272,-0.16293359,0.1089876,0.10620901,-0.9100657,-0.2965347,-0.23322088
