INVO,genus_species,spec_as_int,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Rb85,Sr88,Mo98,Cd111
588227,Vitis_rupestris,7,1.985808,1.8930435,0.38809106,1.2666658,0.82796943,0.36106673,0.08300558,-0.46437037,0.32507715,1.1583575,0.6471187,-0.21161921,0.73932505,0.15699689,0.67813545,-0.17602475,-0.21589579,0.15307175,0.39782447
588228,Vitis_rupestris,7,0.27901903,0.91057146,1.4271407,-0.9605914,2.9535677,-1.3817427,1.059294,-0.6987041,0.70135504,-0.71901447,-1.0595921,-0.57110876,0.041236546,1.2005788,-0.024397105,-0.85046893,-0.6414457,-0.1879776,-0.72032887
588684,Vitis_rupestris,7,-0.92483413,-0.50066656,0.7714113,-0.11685088,3.0662014,-0.25270018,0.7206712,-0.3201584,0.30415896,0.23206761,-0.2554116,-0.4035104,1.3820798,-0.36185497,0.75522023,-0.09665793,0.14073229,0.09018111,-0.35400018
588683,Vitis_rupestris,7,-0.14294733,1.3239536,1.1878054,-0.58244777,2.099862,1.0633007,0.7106483,-0.58185554,-0.011815296,-0.45206416,-0.14996359,-0.4988317,0.48262048,-0.4446066,-0.11614446,0.85512584,-0.4245291,0.07931818,1.1495616
588574,Vitis_rupestris,7,0.4336359,-0.95924747,-0.47364724,-1.2386893,-0.038878687,0.5619541,1.0712798,-0.84707373,-1.0084157,-0.89946765,-0.9614842,-0.37807918,-0.39170352,-0.94406295,-0.5675309,0.82619506,-0.77264565,-0.20554082,0.083482794
588454,Vitis_rupestris,7,-0.940619,-1.091339,-0.20747995,-0.1348233,-1.3858272,0.71245646,0.9307707,0.1471377,-0.040956892,-0.62026185,-0.9048339,-0.39048782,-0.50305885,-0.2106472,-0.101674914,1.4939036,0.37057832,1.09385,-0.23691238
588384,Vitis_rupestris,7,-0.7847995,-1.1125541,-0.55096084,0.96703947,-0.5798043,0.7071273,0.8854291,0.08260547,-0.67025906,0.44326544,-0.08474439,0.04081759,0.8542708,-0.35458952,-0.23348272,1.5969354,0.22756955,-0.5753458,2.3040156
588540,Vitis_rupestris,7,0.8289991,-0.8963007,-1.2250886,-0.7463486,-1.0879093,-0.8640527,-1.0409119,-0.64431095,-0.082087725,-0.11968159,-0.24027899,-0.26403075,0.6325892,-0.17580001,0.16264609,-1.2773249,-0.6646266,-0.51563656,2.2423396
588333,Vitis_rupestris,7,0.32689172,-0.39026976,0.5713291,-1.1626772,0.79229444,0.09489843,1.7187264,-0.8424283,-0.64784324,-1.1606321,-1.5442985,-0.09886044,0.8789123,-0.4890338,-0.521879,-0.6264142,-0.87666863,-0.43021962,0.92408836
588160,Vitis_rupestris,7,-1.0991907,-0.4534797,0.5726415,-0.10518956,0.16023657,0.717252,1.6067667,-0.75788015,-0.8686519,-0.99214715,-1.1647809,0.058869533,-0.4152477,-0.6555879,-0.6057098,-0.16676494,-0.47570756,-0.12762532,-0.5683791
588174,Vitis_rupestris,7,-0.9175638,-1.0197209,-0.014071025,-1.1724496,0.008130323,0.4113629,0.98410416,-0.8540021,-1.1232644,-0.94819117,-0.34108165,-0.598764,0.18837193,-0.8445947,-0.48381555,0.7687386,-0.54078174,-0.09012428,-0.24938098
588401,Vitis_rupestris,7,-0.8127297,-1.0860212,-0.41591892,-0.12240402,-0.11743814,1.2748009,-0.20306872,-1.3186928,-0.7456432,-0.60972327,-0.7357211,-0.32966512,0.67934155,0.05695622,-0.56234616,0.70943016,-0.8794847,-0.34220603,-0.4671873
588331,Vitis_rupestris,7,0.64826375,-0.48541427,-0.8399737,-0.6985206,-0.42622274,0.38514417,-0.5736921,-0.9571435,-0.38024083,-1.3518963,-1.1960487,-0.6608583,0.14940573,-0.9198809,-0.3774289,-0.24293463,-0.92971563,-0.37406275,-0.75582856
588225,Vitis_rupestris,7,-1.0783684,-0.9711997,-0.14970557,-0.82470614,0.718967,0.50068545,0.46657827,-0.3849607,0.07219785,-0.6744051,-0.4164665,-0.20891748,0.65107155,0.31399345,-0.1105736,0.4407518,-0.33275124,-0.51946247,-0.65439475
588229,Vitis_rupestris,7,1.3461943,-0.1949541,0.73073876,-0.5564623,1.0462772,-0.010300466,1.9785326,-0.2819819,-0.8664114,-1.3659533,-1.5266615,-0.6909155,-0.23530422,-0.18809547,-0.39152732,-0.5274002,-0.08484848,-0.22892417,-0.51318735
588395,Vitis_rupestris,7,-0.53148067,0.57443047,-0.070229694,-0.46286705,1.1459688,0.1890707,1.2951083,-0.5122858,-0.086758725,-0.94538075,0.4853998,-0.40919954,-0.7130313,-0.18458179,-0.58409053,0.2136543,-0.2723602,-0.42312863,-0.58925736
588223,Vitis_rupestris,7,-0.2416568,-0.5826439,0.713572,-0.030694786,0.17741546,-1.0106972,1.0478101,-0.18925366,-0.20213868,-1.0212493,-1.1185403,-0.3100756,0.81344604,0.24025077,-0.25555345,0.709633,-0.32534915,-0.8099559,-0.2866934
