IVNO,genus_species,spec_as_int,B11_X,B11_Y,B11_Z,Na23_X,Na23_Y,Na23_Z,Mg26_X,Mg26_Y,Mg26_Z,Al27_X,Al27_Y,Al27_Z,P31_X,P31_Y,P31_Z,S34_X,S34_Y,S34_Z,K39_X,K39_Y,K39_Z,Ca44_X,Ca44_Y,Ca44_Z,Fe54_X,Fe54_Y,Fe54_Z,Mn55_Y,Mn55_X,Mn55_Z,Co59_X,Co59_Y,Co59_Z,Ni60_X,Ni60_Y,Ni60_Z,Cu63_X,Cu63_Y,Cu63_Z,Zn66_X,Zn66_Y,Zn66_Z,As75_X,As75_Y,As75_Z,Rb85_X,Rb85_Y,Rb85_Z,Sr88_X,Sr88_Y,Sr88_Z,Mo98_X,Mo98_Y,Mo98_Z,Cd111_X,Cd111_Y,Cd111_Z
588220,X_Vitis_cinerea,3,0.63956606,0.21508491,-0.7453526,2.1182723,-0.19296737,0.063057885,-0.16480027,0.7564908,1.7759427,-0.44847652,-0.740708,0.24382178,0.87897706,1.7210771,1.6733899,0.10984404,1.3594971,1.2832744,0.55841696,0.32764605,-1.0386459,-0.22543724,0.35145608,1.2827637,0.028430821,0.82416,3.119383,-0.29305017,-0.03983497,1.7831944,-0.26710337,0.20074949,2.2724876,0.4710486,0.41335154,0.5564666,1.6231346,1.9638627,0.18443114,-0.100957945,-0.22949693,0.7955768,-0.596066,-0.60364646,0.33517134,0.37571672,-0.01981563,-0.7570007,0.16678967,1.0852985,2.4806552,0.6091177,1.4696559,2.3418071,-0.15851147,-0.095687404,-0.035212226
588221,X_Vitis_cinerea,3,0.3298215,-0.5503523,-0.472194,2.97742,-0.45789102,-0.23244019,-0.501895,-0.41193745,0.50585735,0.38209137,-0.30924878,1.102797,1.3734163,0.2780286,0.7832187,1.0769798,3.1481977,7.1082835,0.7229039,-0.835995,-1.7480155,0.09952547,0.8724299,2.5691059,-0.4358846,0.08234955,2.3092356,-0.06083486,0.6027536,2.260119,-0.1070849,0.7457675,2.2076085,-0.17230609,0.06649147,0.5587498,1.0470159,1.5269555,2.239646,0.45900393,0.29105246,1.4698521,0.061361946,-0.2606592,0.28776628,0.053061783,-0.7088712,-0.8979912,-0.23631875,0.58679837,2.0824764,1.9054388,4.905814,4.917942,0.15033238,0.63269347,0.76662904
588222,X_Vitis_cinerea,3,2.6432724,-0.33215022,-0.32115486,3.757188,-0.7831823,-0.38459203,-0.5692756,0.07252726,2.1241736,-0.18979177,-0.83859396,-0.002612032,1.1491956,-0.1153056,-0.4062895,-0.0492394,0.43285993,1.0838625,0.6749845,0.7166947,-0.57214946,-0.48191538,0.49051556,2.0108466,-0.046542805,0.7762402,2.328894,-0.111409046,-0.14472014,2.3263168,0.334821,0.14192519,2.378358,0.97502834,0.5420142,1.1939353,2.8348894,1.2588071,0.98698366,0.17842472,-0.6662985,0.6470439,-0.15766586,-0.37293324,0.11016801,0.600354,-0.40508395,-0.83218604,-0.7449013,0.7343537,2.2922893,0.63227767,0.7484612,1.0631056,0.41613764,0.328116,0.9202273
588328,X_Vitis_cinerea,3,1.852731,-0.1916761,-0.7658396,0.73178273,-0.6096847,-0.4875425,-0.4109134,0.36160085,1.7383876,0.19584024,-0.64825135,-0.091798685,0.9708142,0.92004085,1.4205204,-0.74107003,0.08691355,0.9126116,0.89406264,0.3494255,-0.538937,-0.27916417,-0.011536068,0.9758378,0.263688,1.1410421,3.4709773,-0.23078722,-0.13209341,1.5442748,0.07073764,0.117856495,0.8610005,2.0266414,1.4005889,2.5471737,1.4498503,0.9646935,0.731517,0.76202995,-0.22022432,1.4671975,-0.24944098,-0.36246842,-0.42623058,0.18753618,-0.32621935,-0.8050089,-0.6119681,-0.07097964,0.8544176,0.70109653,1.621069,2.1427827,0.08730706,0.23599511,0.55432606
588329,X_Vitis_cinerea,3,-0.6666543,-0.375117,-0.58301353,1.201681,0.13329332,-0.3674955,-0.8070351,-0.49470884,0.5842615,2.1247368,0.59000105,1.3213505,0.7357651,0.39262527,-1.2802534,0.21776682,1.2255626,0.5756621,1.2035861,1.2615374,-1.1079433,-0.9893477,-0.64020926,1.2601317,0.29739225,-0.35465845,3.4713535,1.3619075,1.7370231,2.204897,1.9263952,1.7490716,1.2178758,3.1540706,1.9133539,1.6780792,1.9337262,1.2089114,0.34585816,1.2362826,0.3803691,0.38389874,0.2955528,0.21517543,0.46246824,0.33690077,-0.0692258,-0.8633421,-1.0290406,-0.660827,1.0959502,0.20298226,0.20892791,0.70202684,0.07771429,0.07464654,-0.015805297
588352,X_Vitis_cinerea,3,-1.483282,-1.2521381,-0.6744806,0.42350048,0.54752475,-0.5483022,-1.1847444,-0.46605858,-0.06346516,-0.3340509,0.007766597,0.41304147,-1.1799524,1.4858894,2.1434667,-1.5165185,0.8841143,0.3399099,-1.0629315,0.7799947,-0.041548565,-0.6293466,0.16117084,1.9387748,-0.9422073,-0.33076698,2.2374866,-0.8281062,0.4198561,0.494347,-0.82912433,0.31864962,1.2350312,0.599799,0.92236507,1.8696474,0.44161946,2.2022343,2.1392193,-0.3582026,0.16894452,0.28150305,-0.58890456,-0.4062477,0.10015527,-0.47614175,-0.1734804,-0.7991304,-0.68323797,0.13910645,1.8519464,-0.30968103,0.18152478,0.92141366,-0.22233616,0.05415281,0.40993747
588356,X_Vitis_cinerea,3,-0.6450386,2.1950924,-0.6407654,2.3916929,0.68484914,-0.5749549,-0.5648272,-0.38493505,0.3243706,0.62881356,0.10945044,-0.18118663,1.2137802,1.45159,-0.5513157,-0.4635581,1.0122893,1.7322718,-0.33207858,0.9352092,-0.7242553,-0.19068806,-0.42748094,0.79424155,0.23641971,0.21385977,1.3246876,0.24069862,0.96931654,1.4118104,0.5642735,1.4623355,2.0120487,0.8614352,0.99434894,0.96900564,2.061934,2.2043295,0.69857305,0.4598653,0.36632216,0.67635536,-0.37009838,-0.101912454,0.036657587,-0.02593384,0.061268542,-0.7578498,-0.6934687,-0.60124457,0.65607667,-0.10211105,-0.15098417,0.09120999,-0.21501431,0.31207606,-0.121240824
588372,X_Vitis_cinerea,3,2.4414022,0.24212012,0.64591515,4.833311,0.5299073,-0.24527635,-0.40833125,-0.5306146,0.047384396,0.68447196,-0.28160158,1.1171324,1.3809217,2.2674792,3.8842802,-0.6356371,-0.25428495,2.0648313,1.6360058,3.2243388,2.325237,-0.88485605,-0.38911486,1.6282195,0.62672764,0.94878954,5.5117383,-0.4927797,-0.87238663,2.145238,-0.22265463,-0.8302354,0.84452504,1.4222146,0.43865544,0.74210507,2.964952,2.5990412,2.137432,0.6548641,-0.75815946,0.078992605,-0.010895352,-0.51240414,0.13856533,0.45206997,-0.21578287,-0.7135495,-0.97352445,-0.36945492,1.4127858,0.756242,1.219992,4.310147,0.6603166,0.011496737,0.17068844
588398,X_Vitis_cinerea,3,-0.94708836,-0.26293725,-0.6017928,0.87145144,-0.73840284,-0.5338242,-0.51906633,-0.31801656,1.3772213,-0.23321845,-0.6761035,-0.23996267,1.2330991,0.09787628,-0.28823495,-1.0845819,-0.19415414,1.1548342,1.4299035,0.8624867,-1.4235072,-0.7337281,-0.65004116,0.8533731,-0.029048586,0.37114748,2.3823578,-0.6355659,-0.49268785,0.50925815,-0.34172297,-0.39071313,0.12819906,0.7475389,0.38647643,0.5270271,1.8538773,1.7963121,1.9268183,0.12336432,-0.2133277,1.7981402,-0.4762343,-0.5156424,-0.3389561,0.16677256,-0.33023703,-0.8613551,-0.82671136,-0.5450465,0.7365224,-0.12379602,0.0608876,0.6877242,-0.017490631,0.24737594,-0.08760494
588460,X_Vitis_cinerea,3,-1.5587716,-0.2732809,-1.010427,-0.057462648,-0.56098884,-0.27629575,-0.8479371,-0.2149679,0.7041989,0.20132186,-0.6009809,0.4896398,0.47907546,0.9104452,-0.6289012,-0.45623413,0.5185007,1.1354117,0.61370414,-0.21378374,-0.93937564,-0.74813354,-0.004659395,0.6261472,-0.46767607,-0.34096712,0.49761933,-0.333782,-0.56831557,1.6794648,0.1976856,-0.053699035,2.0007966,0.09379263,0.3723239,0.7445662,1.5427177,2.0248032,1.055843,0.1640251,-0.29369968,0.65698797,-0.11261766,-0.40531066,0.3649487,1.7902625,0.5643941,-0.34854668,-0.8852961,-0.027467052,0.5133284,1.1424441,0.82273066,0.81179005,-0.20159255,-0.09186797,-0.07886001
588466,X_Vitis_cinerea,3,-1.4889818,-0.31526756,-0.62315905,-0.3450344,-0.68764776,-0.605262,-0.42965847,-0.1576294,0.15984815,-0.12850015,-0.24228255,-0.32060397,-0.17260276,0.5653287,0.0321287,-0.8473521,0.3681893,-0.051775806,0.20714097,-0.17290346,-1.637745,-0.46733877,-0.23806389,0.30069965,-0.6534285,-0.044930443,0.16660012,-0.4583565,-0.32729384,0.41774043,-0.5534767,-0.27323768,0.7485242,-0.34652394,-0.2165205,-0.14105107,0.6383968,3.7821672,5.148572,-0.20266888,-0.52660584,-0.14147171,-0.36938813,-0.4322343,-0.23058553,0.030485557,-0.24900529,-0.69177186,-0.7030908,-0.18949032,0.30719888,0.040336605,0.98075646,1.210702,-0.18431036,-0.07545382,1.069243
588575,X_Vitis_cinerea,3,-1.3951275,-0.6425183,-1.1162719,-0.36857796,-0.6660104,-0.3690357,-0.5326955,0.13555068,1.9438914,-0.08341189,-0.58883554,0.28577527,1.5314529,1.1404994,1.7287201,-0.11486689,0.37600493,0.87034076,1.4591634,0.34971437,-1.037338,-0.46402958,-0.26589993,1.0698717,-0.26485375,-0.06653577,1.6546476,-0.31259245,-0.12368494,0.8018419,-0.2474828,0.59282017,1.5851035,0.38879624,0.6586135,0.6440165,1.7813777,1.7410158,0.20079324,0.45172524,-0.20656851,1.4158854,-0.1258522,0.00212952,-0.26795083,0.29129866,-0.3509946,-0.8231314,-0.71604335,-0.27693614,1.1111995,5.571339,5.2114854,6.596247,-0.10120656,0.7814915,-0.25207824
588678,X_Vitis_cinerea,3,-0.06340605,-0.08519425,-0.45425373,1.3877988,-0.78609324,-0.31778884,-0.6901102,-0.39691082,0.64919186,0.63536936,-0.1263696,1.6286377,1.0324636,0.7083805,1.9887195,0.013168681,-0.12918656,2.9494286,0.93549305,0.22374082,-0.71251786,-0.748863,-0.50069964,1.0797615,-0.42712566,-0.7558881,1.5588676,-0.33850926,-0.028836053,1.7939426,-0.19929957,0.111777574,2.4938517,1.0699662,0.6539924,1.7349815,2.4125168,2.1248913,3.0805748,1.352077,-0.43093425,1.4023857,0.23098208,-0.4851757,0.8007583,1.0271583,-0.09244086,-0.71524084,-0.96480066,-0.5056557,0.9961675,2.158162,2.4524927,4.932882,0.038919106,-0.014016269,0.42995885
588685,X_Vitis_cinerea,3,-0.30549935,-0.4449054,-0.7447119,3.1159344,-0.14413126,-0.4237175,-0.22932765,-0.13993123,0.98529166,0.39647117,-0.6276805,0.2919654,1.0221372,-0.43403572,-1.1207309,-0.32463714,1.7398615,1.7715198,0.84931827,0.25473467,-0.3036296,-0.098185405,0.020297281,1.1151574,-0.3709807,0.055818997,1.3548762,-0.39488447,0.3348936,1.2321068,-0.54008263,0.4019341,1.6550707,1.2613869,0.6069274,0.93772715,0.791298,1.4118471,0.66129833,0.041064486,-0.15674627,0.35587025,0.9402856,-0.20598975,0.030873632,0.87230587,0.023382785,-0.58856696,-0.33115533,0.14386813,1.0135338,1.7444724,2.1195827,2.9026496,0.3717355,0.29104388,0.7862016
597232,X_Vitis_cinerea,3,-0.9983172,0.31585115,-0.0491465,0.8269871,0.9293215,-0.3801229,-0.7723158,-0.7766733,0.5504438,0.37681353,-0.3391086,1.485712,0.92858344,-0.17743844,-1.5484451,-0.004903148,-0.83777267,1.7340878,1.4357027,1.3459808,-1.1869771,-0.6263121,-0.93821436,0.5701433,0.10128378,-0.26496157,3.4201422,-0.5307735,-0.50546014,2.9899228,-0.2513452,-0.26780963,3.7420676,2.0515072,1.2881875,1.8591979,1.3114617,0.3881475,1.423081,1.2296308,0.14138113,1.3132595,0.27733228,-0.47078595,1.1565477,0.6669384,0.16570607,-0.7069668,-0.9019253,-1.0076972,0.21659683,0.7577578,0.33712718,1.9139422,3.831116,0.48591667,0.12932676
1587,X_Vitis_labrusca,4,0.09791713,-0.76800376,-0.6513093,1.153003,-0.64060086,-0.057608638,-0.4773358,-0.7675289,0.4706558,0.12894362,-0.7963222,0.51918155,-0.22717136,-0.41187903,2.0471938,-0.87071013,-0.89513975,1.5871582,0.6514906,-0.30737478,-0.9007984,-1.0245097,-1.100779,0.21669425,-0.86060196,-1.1089908,-0.2248762,-0.5561236,-0.54696554,2.2963898,-0.5262643,-0.63937575,1.3194681,-0.44797802,-0.44959402,-0.1829921,-0.2610654,-0.43705556,-0.26688072,-0.39697662,-0.9274476,0.3008392,0.21484087,-0.40169397,0.3659801,0.44957477,-0.28695896,-0.68287456,-0.89702046,-0.8936857,0.4121624,-0.5777804,-0.7085967,-0.7051647,-0.34342685,-0.33569923,-0.026175871
483133,X_Vitis_labrusca,4,1.9992303,-0.35971603,-0.70696074,1.0390263,-0.53195804,0.11679114,-0.543653,0.9040429,4.700368,-0.108849615,-0.7408068,1.2751787,0.050405864,-0.8023603,-0.5755362,-0.91684365,-1.0249254,0.84726083,0.56142944,-0.41339147,-1.2203615,-0.66457546,0.20219456,2.3150578,-0.8876685,-0.4741298,1.2170482,-0.88320065,-0.45427892,2.2687228,-0.86007315,0.062258393,2.5624206,-0.22596377,-0.031701412,0.41580454,0.13085522,0.50501055,-0.32911018,-0.25548616,0.25441918,3.474747,0.06378212,0.5505168,1.2909998,-0.30608854,-0.7246222,-0.89093,-0.7006354,0.1474422,1.8523453,-0.8041345,-0.8034524,-0.7832653,-0.0676484,0.15311925,0.84186655
483145,X_Vitis_labrusca,4,0.06980981,-0.30044788,-0.68898827,-0.000580463,-0.6755746,-0.34595498,-0.5230971,0.07631731,2.4569836,0.90825474,-0.69476545,0.5154128,-0.13631281,-0.15418465,-0.65639037,-0.7309202,-0.735267,0.1311016,0.76189065,0.5974104,-1.0096369,-1.0452617,-0.67818075,0.6173939,-0.4135414,-0.864904,0.46215466,-0.99140006,-0.57190865,1.8208472,-1.1113409,-0.6172951,1.246671,-0.26959628,-0.3532386,0.95406884,0.21753918,0.28290072,-0.52264845,0.1470422,-0.8098397,0.18825868,-0.18138032,-0.3571286,0.30191734,-0.25094762,-0.6335443,-0.95377445,-1.0613892,-0.65865064,0.28148898,-0.8234509,-0.8500528,-0.86439794,-0.15148288,-0.20468505,0.1376999
483146,X_Vitis_labrusca,4,-0.5137558,-0.41437337,-0.48624712,-0.41098893,-0.7314578,-0.6671436,-0.5827769,0.896594,4.531888,0.33916968,-0.7758684,0.36908966,0.6725969,-1.1006806,-1.5263937,-0.42031118,-0.552388,-0.6652265,1.2981955,-0.7580472,-1.7908431,-1.0833783,0.087906934,1.6017517,-0.6289488,-0.49019545,0.0550255,-0.862593,-0.714414,0.3820296,-0.84368026,-0.46736246,1.1024061,0.427708,-0.031464007,0.19578962,0.9392417,0.556218,-0.22467929,-0.2965126,-0.61781573,0.84688526,-0.20658645,-0.02460225,0.94201577,0.21460967,-0.7498054,-0.95045537,-0.96374965,0.093703136,1.2698855,-0.71077746,-0.84467286,-0.8604874,-0.02031589,0.20149513,0.7635041
483147,X_Vitis_labrusca,4,-1.2941751,0.25223163,-0.5664157,0.043720633,-0.70660293,-0.06787227,-0.7481703,0.07376763,1.6696993,0.088679,0.7228097,0.42832902,-0.01286185,-0.8976001,-1.5766928,-0.5067985,-0.014177393,0.37471116,0.14883961,-0.25942853,-0.40874892,-0.77924705,-0.13001297,1.5763972,-0.784901,-0.918683,-0.15650624,-0.36815083,-0.35614562,1.9424945,-0.4318615,-0.36717072,1.2098656,0.28309903,-0.020296145,0.33806515,0.20314,-0.20820938,-0.7288759,0.10100639,-0.58805066,1.0669006,-0.16890052,-0.19426872,1.0826018,-0.056693844,-0.5301098,-0.82059157,-0.7978737,-0.021399908,1.2613149,-0.7637107,-0.8284092,-0.85875773,-0.011377025,-0.05364666,0.22752309
483148,X_Vitis_labrusca,4,1.8799248,-0.4682958,-0.27930793,4.79361,-0.72483015,-0.54559517,0.3342415,0.30660728,2.6573856,0.13371094,-0.89630514,0.3028446,0.7319624,-0.6389229,-1.7914795,-0.7439597,-0.36339593,-0.16462319,1.0383176,0.35785702,-1.4101943,-0.73588395,-0.28022608,1.1146437,-0.2630883,-0.59347457,1.2832355,-0.7253336,-0.65100044,0.60332286,-0.84273577,-0.8381847,0.22533233,0.12893988,-0.17656745,0.04345381,1.1181102,0.6141748,-0.36654815,0.1733272,-0.84228516,0.68274796,0.6351186,-0.58260757,0.51607174,-0.4448068,-0.74954337,-0.9795876,-0.7262178,-0.20849356,0.92966086,-0.73790646,-0.8506107,-0.8450321,-0.12373907,-0.06841702,0.6720184
483149,X_Vitis_labrusca,4,0.78547984,-0.0923266,0.36030692,0.09377773,-0.36187798,0.109799534,-0.58497596,0.10879049,1.9991188,0.06764781,-0.45194113,2.3120227,0.5558423,0.07586409,-0.83240527,-0.72691375,0.7682458,1.5654126,0.38043216,0.21725108,-0.54694086,-0.8876409,-0.15184881,1.3544164,-0.71551067,-0.44389406,1.0270166,-0.87159014,-0.27166176,2.8062859,-0.96600664,-0.46436444,1.8383307,0.010197517,-0.16700572,0.21002431,0.8357586,0.4936519,-0.32461387,-0.102840506,-0.39286092,1.0483315,-0.18769865,-0.18297927,1.140614,-0.040557772,-0.37871534,-0.8016731,-0.9961433,-0.38530508,0.7789085,-0.8398737,-0.8502539,-0.8568523,-0.05488619,0.03558118,0.02023569
483150,X_Vitis_labrusca,4,-1.2492672,-0.9431391,-0.6068895,-0.36532807,-0.80978644,-0.56897104,-0.78552544,-0.3234406,2.208719,0.41748875,-0.8092157,0.9898467,-0.07844522,-0.48008627,-0.39745694,-0.65125334,-0.67243534,0.9373212,0.8158402,0.017644145,-1.0435379,-1.2114397,-0.69063175,1.1178982,-0.7441929,-1.037289,0.2687868,-0.92102414,-0.6856104,1.3188834,-0.8907373,-0.6896485,0.9941899,-0.24177402,-0.3317184,0.03880862,0.35562697,0.3655741,0.2775482,-0.54727376,-1.0454752,0.51326466,-0.4410604,-0.23695523,0.77854246,-0.057371896,-0.61733025,-0.87136525,-1.1020988,-0.38980916,1.6950507,-0.77056235,-0.8330692,-0.8312431,-0.30289084,0.11994518,0.7799536
483151,X_Vitis_labrusca,4,-1.3160233,-0.46393782,-0.6810365,0.9366364,-0.3878176,-0.46325612,-0.81821775,-0.3294576,1.0623307,-0.17219952,-0.6559876,2.9779227,0.41239622,-0.3025066,-1.1904428,-0.9338881,-0.085801095,-0.48507828,1.0161468,0.3487598,-0.84564686,-1.0965264,-0.26421207,0.77809983,-0.7554135,-0.6656954,1.8443826,-0.9753974,-0.024807654,1.000375,-0.8888418,-0.13115506,1.1395628,0.030376509,-0.22535154,0.030164525,0.9252517,0.2676451,-0.5033588,1.0803618,-0.49835563,0.83188075,-0.13098039,0.17961058,2.259908,0.43135923,-0.29801863,-0.76273537,-1.0790428,-0.22350326,0.66080666,-0.7702253,-0.78136754,-0.8099215,0.5476613,0.42432496,0.7252717
483152,X_Vitis_labrusca,4,0.34645745,-0.16814819,-0.14927362,0.88269925,-0.5359632,-0.40131092,-0.7480236,-0.4326037,3.7203398,0.01197411,-0.8716742,0.61518264,0.19503877,-0.45761627,-0.22345081,-0.753743,-0.886641,1.086512,0.5791793,0.09062596,-1.384728,-0.8159351,-0.59208345,1.7903156,-0.6672656,-1.0172652,0.8561663,-0.74092615,-0.71906066,2.2612588,-0.8254354,-0.86333746,1.6829892,-0.15233572,-0.30344358,0.2481395,0.09724711,-0.093740426,-0.43759823,-0.34462413,-0.76441544,1.9119425,-0.078882866,-0.1301115,0.8281642,-0.11451778,-0.51091933,-0.8831199,-0.87274593,-0.55409807,1.5225774,-0.8477053,-0.886013,-0.86621034,-0.16732368,-0.16951185,0.48787582
483153,X_Vitis_labrusca,4,1.9786917,-0.5935832,-0.25204146,1.5059528,-0.662331,-0.3843414,-0.635403,-0.007602051,1.0110292,0.27296403,-0.9192837,0.48915473,0.78388584,-0.16762543,-1.5153371,-0.2937412,-0.6009403,-1.1774856,0.85607284,-0.07032676,-1.5485808,-0.6778248,0.1503077,1.696223,-0.5172684,-0.9736197,0.23603807,-0.70239323,-0.6462343,0.09118933,-0.80789906,-0.57778263,0.47370777,-0.10930907,-0.23107828,-0.017354192,0.7668774,0.5954199,-0.20826447,-0.17027687,-0.582306,-0.21265967,-0.13260281,-0.52807766,0.6501858,-0.28988543,-0.6372075,-0.9490128,-0.52031416,0.41263336,1.6873068,-0.8193245,-0.82137,-0.81383646,-0.18663524,-0.048209313,-0.025154771
483154,X_Vitis_labrusca,4,2.970824,-0.5583079,-0.21939182,1.5115379,-0.7649282,-0.77324116,-0.6745724,0.06905851,2.4475,0.11676584,-0.8628403,0.7280386,0.0744245,-1.4117565,-1.6937245,-0.14395712,-0.49557322,-0.39469942,0.88602805,-0.11295203,-0.7068922,-0.89417195,0.35179144,2.229676,-0.602075,-0.5984095,0.7130862,-0.573032,-0.1356731,1.7514997,-0.523585,-0.46745023,0.64199036,-0.3731613,-0.29962474,-0.0718224,-0.18219252,-0.67828894,-0.90202165,-0.35935706,-0.6932793,0.24889895,-0.3110967,-0.39120123,0.6096451,-0.093157135,-0.7645909,-0.8913055,-0.781091,0.7427787,2.513621,-0.77529615,-0.85188496,-0.83389986,-0.17985296,0.39148378,0.57610196
483155,X_Vitis_labrusca,4,0.94593084,-0.8623305,-0.44757828,0.42528254,-0.65625715,-0.4905269,-0.6104178,0.030791411,1.9687725,-0.028050635,-0.5005345,1.2662041,0.16609363,-0.96260065,-1.1237919,-0.39819217,-0.55531144,0.27189633,0.61734855,0.21094857,-0.48011485,-0.7771366,-0.43539596,1.1127541,-0.8822553,-0.8139737,0.76386315,-0.6150057,-0.37939215,0.7320292,-0.58693033,-0.21820754,1.0483663,-0.366997,-0.23759456,0.071657404,0.06831339,-0.11758633,-0.5165841,-0.4456962,-0.36835793,0.6055194,-0.20563832,-0.13499464,1.4369015,-0.2053451,-0.7224899,-0.81992877,-0.6726502,-0.21310475,1.3754295,-0.75918597,-0.81211525,-0.8171075,-0.39139253,-0.21346729,0.11775473
483157,X_Vitis_labrusca,4,0.6367964,-0.031164454,-0.6717069,1.2589796,1.6564502,-0.29582727,-0.31862697,-0.21833938,2.195048,0.7060983,-0.6164753,-0.15273108,1.5439017,0.4133885,0.059957974,0.109191015,-0.24505241,0.099491715,0.6262779,0.15203008,-0.63273,-0.6700563,-0.60073024,0.9846779,0.33795115,-0.69891274,1.880807,-0.59958667,-0.5742079,0.9305276,-0.79987735,-0.8689246,-0.3675911,-0.14428845,-0.31620753,-0.22276933,0.3041456,-0.2938623,-0.88935584,-0.27252936,-0.9248283,-0.0938818,0.25001225,-0.58737636,0.06493857,-0.48476273,-0.7459194,-0.9455268,-0.8243906,-0.6225788,0.62969327,-0.8684669,-0.90417373,-0.8932451,-0.08420164,-0.14303406,0.32754013
483159,X_Vitis_labrusca,4,0.29145923,-0.30553138,-0.49117345,0.5343195,-0.1501697,-0.66640353,-0.10550832,0.29824567,3.578961,0.5466383,-0.4138468,-0.253824,0.1514603,0.2734761,-1.1050733,-0.97134763,-0.16865906,-0.09297695,1.323775,1.57902,-0.4788246,-0.97817117,-0.7835153,0.7346586,-0.7053347,-0.9926236,-0.08238668,-1.1483521,-0.8316168,-0.25347468,-1.1919991,-0.810961,-0.08841642,0.18347532,0.21491191,0.48894134,0.52351946,0.853075,0.24817972,0.24768949,-0.40891954,0.5471395,-0.09693668,-0.20006436,0.46108395,0.19299705,-0.14938383,-0.84691066,-0.9494728,-0.6961371,0.77156115,-0.7696747,-0.81814665,-0.8690092,-0.27167237,-0.23422413,-0.002510479
483160,X_Vitis_labrusca,4,1.7327524,-0.06734631,-0.3853527,1.3260815,-0.21171278,-0.27352884,-0.6607187,0.12518322,3.199593,0.63787395,-0.6198218,4.720873,0.61385787,0.15050362,-0.6397304,-0.8440604,1.7388693,1.5695229,0.93899757,0.16764674,-1.2424921,-1.0469862,-0.12998393,1.6480422,-0.019928152,-0.5287993,2.5313435,-0.655404,0.38779604,1.1222498,-0.5523307,0.4913667,2.1759758,-0.09223035,0.04690414,0.33067456,1.5615954,1.588701,0.24873234,-0.06500857,0.09058224,1.1148024,0.048443086,-0.033168513,2.7716734,0.45161903,-0.42047337,-0.80938095,-0.9688677,-0.0730285,1.7284852,-0.6367102,-0.7978624,-0.7768294,0.047147173,0.27234015,0.24995808
483161,X_Vitis_labrusca,4,-0.017000705,-0.68335444,-0.33697274,0.36031905,-0.6920294,-0.0134484,-0.609906,0.21017087,2.1760268,0.06603863,-0.8540445,0.42373985,0.3464714,-0.41970348,-0.67269903,-0.32930306,0.8794355,2.9769795,0.80717236,0.09256094,-0.83113736,-0.683237,0.008864739,1.9202772,-0.69304955,-0.59814644,0.8294959,-0.7842281,-0.3879054,2.6931844,-0.71731037,-0.36161682,2.0393896,-0.23455332,-0.17128381,0.20827097,0.5363257,0.31454983,0.08989907,-0.009823883,-0.8143189,1.0039351,-0.33238596,-0.047843207,0.8997934,0.9877086,-0.26593184,-0.57208526,-0.6190011,0.20155236,2.005509,-0.8710923,-0.8836643,-0.85075986,-0.08259636,-0.08221467,-0.016215835
483162,X_Vitis_labrusca,4,-0.48802173,-0.21729481,-0.79420424,0.5129349,-0.38594553,0.35861856,-0.75810957,-0.57945,1.5661511,0.049825206,-0.77439696,2.4469814,-0.3014775,-1.2011101,-1.8908353,-0.37562585,-0.70852715,0.97150725,0.46039927,0.08226641,-1.8465427,-0.62978625,-0.32399794,1.144152,-0.91857153,-1.2150706,0.6328761,-0.6706824,-0.33482963,3.560003,-0.9648731,-0.51203245,2.6560023,-0.45357406,-0.34284484,0.23967838,0.29781035,0.075316444,-0.8572023,-0.5078036,-0.5191317,1.6010382,-0.15326256,0.6575372,1.3368248,-0.47513014,-0.6915493,-0.92091674,-0.6309771,-0.27425164,1.04709,-0.72589487,-0.7741903,-0.8172149,-0.09501257,0.007475294,0.41199526
483163,X_Vitis_labrusca,4,-0.9733099,-0.20758043,-0.7901867,-0.83783716,-0.6159646,-0.3574698,-0.6888197,-0.40347484,1.8540653,3.1244266,-0.60594964,0.12989788,0.7190247,1.0350316,0.0721903,-0.86683744,-0.31722817,0.45560345,1.2640929,1.3764998,-0.67111707,-0.9234207,-0.842995,0.7222855,-1.0738612,-1.2336621,-0.13056922,-1.0473877,-0.6475334,1.4023829,-1.0425471,-0.7185918,1.0103238,-0.45275402,-0.45944205,-0.30838937,0.14652032,0.25313845,0.09923883,-0.50956094,-0.66902685,0.62847006,-0.66544026,-0.54126245,0.24218626,0.07322613,-0.13612962,-0.7857693,-0.65180653,-0.84218436,0.43258372,-0.5934536,-0.5849987,-0.45729572,-0.10229132,-0.14720619,0.11448097
483164,X_Vitis_labrusca,4,1.1463205,-0.52190876,0.1594871,2.0942879,-0.45310387,-0.33070138,-0.27682835,0.06071654,2.4677002,0.30558193,-0.76691335,0.15788767,1.4847288,0.41427878,-0.39085677,0.107142106,0.14928629,0.65189123,1.0943072,-0.113493115,-0.95589626,-0.5339178,-0.45340568,0.8103407,-0.10088604,-0.67469716,1.109271,-0.23567472,-0.15309645,1.0041485,0.031262133,0.7762491,2.909291,0.19398099,-0.01043957,0.3524912,1.0116907,1.0625848,0.6662593,0.8593018,-0.4083983,0.80022097,0.59486747,0.102657,3.5707529,0.5932228,-0.19668093,-0.74994045,-0.69824445,-0.43659204,0.722754,-0.7981163,-0.85211945,-0.82878566,0.31354076,-0.15960585,0.502278
